Paper,Citation
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Relative target estimation using a cascade of extended Kalman filters
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Small aircraft flight encounters database for UAS sense and avoid
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Development of a vortex particle code for the modeling of wake interaction in distributed propulsion
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Spectrum allocations: The aeronautical telemetry story in the USA
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,A compact low-cost direction finding system for unmanned aerial vehicles
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,"Exploration of three dimensional, hierarchical, large scale UAV system interactions"
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Counter UAS using a formation controlled dragnet
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Space-Time Coding for Aeronautical Telemetry: Part i - Estimators
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Targeted 3D modeling from UAV imagery
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Simulation and exploration of high-density unmanned aerial vehicle systems
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Ground-based sense-and-avoid system for small unmanned aircraft
Relative Heading Estimation and Its Application in Target Handoff in GPS-Denied Environments,Bias estimation for angle-only sensors in distributed multi-target tracking systems
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,An optical method for the measurement of combustion gas temperature in particle laden flows
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Two-phase flow pressure drop in superhydrophobic channels
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Modeling a pressurized coal feed system
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Modeling soot formation from solid complex fuels
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Analysis of pyrolysis products from live shrub fuels
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Water entry of deformable spheres
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Impact of computational mesh on CFD combustion predictions
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Investigation of merging flames in Horizontal and vertical Geometries
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Modeling the coanda effect with FDS and STARCCM+ to predict the effect of fires on slopes for implications of wildland firefighter safety
One-dimensional turbulence modelling of a lifted methane/air jet flame in a vitiated coflow,Evaluation of stochastic particle dispersion modeling in turbulent round jets
Changes in perceptions of ethical climate among undergraduate engineering students,Application of “CODeve” methodology in transatlantic student design project
Changes in perceptions of ethical climate among undergraduate engineering students,Collaboration task-technology fit for student distributed engineering design teams
Changes in perceptions of ethical climate among undergraduate engineering students,A graduate school recommendation system using the multi-class support vector machine and KNN approaches
Changes in perceptions of ethical climate among undergraduate engineering students,Delivery methods and social network analysis of unethical behavior in the construction industry
Changes in perceptions of ethical climate among undergraduate engineering students,Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction
Changes in perceptions of ethical climate among undergraduate engineering students,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering
Changes in perceptions of ethical climate among undergraduate engineering students,Sell it: Design project assessment by the public
Changes in perceptions of ethical climate among undergraduate engineering students,Review of research on student-facing learning analytics dashboards and educational recommender systems
Changes in perceptions of ethical climate among undergraduate engineering students,Puzzling the pieces: Conceptual blocks of engineering student ideas in a service learning project
Changes in perceptions of ethical climate among undergraduate engineering students,Information reduction and studio project frameworks
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Towards a universal social impact metric for engineered products that alleviate poverty
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",When does a human replan? Exploring intent-based replanning in multi-objective path planning
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal","Multi-objective design optimization of a soft, pneumatic robot"
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",A simple starting point for designing for and/or assessing the social impact of products
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal","Social impact in product design, an exploration of current industry practices"
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Realizing origami mechanisms from metal sheets
A methodology for analyzing intersection safety,Deployable lenticular stiffeners for origami-inspired mechanisms
A methodology for analyzing intersection safety,Investigating the safety impact of roadway network features of suburban arterials in Shanghai
A methodology for analyzing intersection safety,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems
A methodology for analyzing intersection safety,Planning and Analyzing Experiments with Models that Distinguish Between Replicates and Repeats
A methodology for analyzing intersection safety,When does a human replan? Exploring intent-based replanning in multi-objective path planning
A methodology for analyzing intersection safety,Analytical fragility curves for non-skewed highway bridges in Chile
Safe2Ditch: Emergency landing for small unmanned aircraft systems,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz
Safe2Ditch: Emergency landing for small unmanned aircraft systems,A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Counter UAS using a formation controlled dragnet
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Learned Search Parameters for Cooperating Vehicles using Gaussian Process Regressions
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Folding approaches for tensioned precision planar shell structures
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Bias estimation for angle-only sensors in distributed multi-target tracking systems
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Relative target estimation using a cascade of extended Kalman filters
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Deep visual gravity vector detection for unmanned aircraft attitude estimation
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Ground-based sense-and-avoid system for small unmanned aircraft
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Small aircraft flight encounters database for UAS sense and avoid
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Autonomous target following with monocular camera on UAS using Recursive-RANSAC tracker
Safe2Ditch: Emergency landing for small unmanned aircraft systems,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site
Safe2Ditch: Emergency landing for small unmanned aircraft systems,"A well clear recommendation for small UAS in high-density, ADS-B-enabled airspace"
Safe2Ditch: Emergency landing for small unmanned aircraft systems,A compact low-cost direction finding system for unmanned aerial vehicles
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Comparison and Analysis of Recursive-RANSAC for Multiple Target Tracking
Safe2Ditch: Emergency landing for small unmanned aircraft systems,"Exploration of three dimensional, hierarchical, large scale UAV system interactions"
Safe2Ditch: Emergency landing for small unmanned aircraft systems,Simulation and exploration of high-density unmanned aerial vehicle systems
Single particle detection enhancement with wavelet-based signal processing technique,Multiplexed efficient on-chip sample preparation and sensitive amplification-free detection of Ebola virus
Single particle detection enhancement with wavelet-based signal processing technique,Design and characterization of integrated 2D ABEL trap
Single particle detection enhancement with wavelet-based signal processing technique,On if-to-baseband translation and resampling in sampled-data receivers
A comparative usability study of key management in secure email,Plain-Style Preferences of US Professionals
A comparative usability study of key management in secure email,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Fundamental Principles of Tremor Propagation in the Upper Limb
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Flexural strength and stiffness of block-out connections for steel columns
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),"Strength, behavior, and failure mode of hollow concrete masonry constructed with mortars of different strengths"
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Modified Material Properties in Curved Panels Through Lamina Emergent Torsional Joints
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment"
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Lateral resistance of piles within corrugated metal sleeves
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Three approaches for managing stiffness in origami-inspired mechanisms
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Variable stiffness adaptation to mitigate system failure in inflatable robots
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Bubble nucleation in superhydrophobic microchannels due to subcritical heating
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Preserving optical confinement in unannealed PECVD SiO2 waveguides
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures"
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,"3D printed microfluidic features using dose control in X, Y, and Z dimensions"
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Mitigating Water Absorption in Waveguides Made from Unannealed PECVD SiO2
Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,Selective Laser Melting aluminum waveguide attenuation at K-band
User attitudes toward the inspection of encrypted traffic,"Social impact in product design, an exploration of current industry practices"
User attitudes toward the inspection of encrypted traffic,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty
User attitudes toward the inspection of encrypted traffic,Realizing origami mechanisms from metal sheets
User attitudes toward the inspection of encrypted traffic,Layering Security at Global Control Points to Secure Unmodified Software
User attitudes toward the inspection of encrypted traffic,A simple starting point for designing for and/or assessing the social impact of products
User attitudes toward the inspection of encrypted traffic,Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
User attitudes toward the inspection of encrypted traffic,Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression
User attitudes toward the inspection of encrypted traffic,When does a human replan? Exploring intent-based replanning in multi-objective path planning
User attitudes toward the inspection of encrypted traffic,Secure Array Synthesis in Multipath Channels
User attitudes toward the inspection of encrypted traffic,"Multi-objective design optimization of a soft, pneumatic robot"
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Realizing origami mechanisms from metal sheets
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Layering Security at Global Control Points to Secure Unmodified Software
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Cryptanalysis of Lempel-Ziv Compressed and Encrypted Text: The Statistics of Compression
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Inferring ascending auction participation from observed bidders
Weighing Context and Trade-offs: How suburban adults selected their online security posture,A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Secure Array Synthesis in Multipath Channels
Weighing Context and Trade-offs: How suburban adults selected their online security posture,"Social impact in product design, an exploration of current industry practices"
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Cooperation induction in two player bertand markets with linear demand
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Analytical fragility curves for non-skewed highway bridges in Chile
Weighing Context and Trade-offs: How suburban adults selected their online security posture,"Multi-objective design optimization of a soft, pneumatic robot"
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
Weighing Context and Trade-offs: How suburban adults selected their online security posture,A simple starting point for designing for and/or assessing the social impact of products
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Towards a universal social impact metric for engineered products that alleviate poverty
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Using instagram to increase student engagement with design history
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Infrastructure Project Scope Definition Using Project Definition Rating Index
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Global humanitarian-based projects: A documentation strategy for strengthening project sustainability
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Student perceptions and attitudes towards a required vs. An optional course in leadership
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Application of “CODeve” methodology in transatlantic student design project
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,"An assessment of village drill sustainability, with recommendations"
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Simulations in Construction and Engineering Management Education to Explore Professional Challenges
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Sell it: Design project assessment by the public
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Collaboration task-technology fit for student distributed engineering design teams
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Over-design versus redesign as a response to future requirements
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Increasing the educational impact following a field study programme
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,An investigation of self-efficacy and topic emotions in entry-level engineering design learning activities
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,CrsRecs: A personalized course recommendation system for college students
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Project-based learning curriculum for the junior year based on building a laser tag system
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Review of research on student-facing learning analytics dashboards and educational recommender systems
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,A model workshop for helping new faculty engage students in the STEM Classroom
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering
Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum,A graduate school recommendation system using the multi-class support vector machine and KNN approaches
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,"Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD"
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Realizing origami mechanisms from metal sheets
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Design education and the new culture of design centric intellectual property
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,The AFLOW Library of Crystallographic Prototypes: Part 1
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Using instagram to increase student engagement with design history
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Over-design versus redesign as a response to future requirements
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Information reduction and studio project frameworks
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Application of “CODeve” methodology in transatlantic student design project
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Towards a universal social impact metric for engineered products that alleviate poverty
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,A comparative analysis of computer-aided design team performance with collaboration software
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Increasing the educational impact following a field study programme
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Collaboration task-technology fit for student distributed engineering design teams
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Review of research on student-facing learning analytics dashboards and educational recommender systems
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Using physical and functional comparisons to assure 3rd-party IP for modern FPGAs
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware
The technology/tactics (TEC/TAC) plot: Explicit representation of user actions in the product design space,Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Crafting the future of computing education in CC2020: A workshop
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,The scaled SLW model of gas radiation in non-uniform media
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Systems analysis of EV adoption and criteria pollutant accumulation during inversion events
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,In situ bubble characterization during resin infusion for process simulation of voids
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Lowman's model goes back to the movies
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Adaptive net radiative heat transfer and thermal management with origami-structured surfaces
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection
The spectral line weighted-sum-of-gray-gases (SLW) model for prediction of radiative transfer in molecular gases,Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Visual Multiple Target Tracking from a Descending Aerial Platform
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,A modeling framework for assessing cyber disruptions and attacks to the national airspace system
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,A longitudinal study of social and ethical responsibility among undergraduate engineering students: Comparing baseline and midpoint survey results
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Use of Personality Profile Assessments in the U.S. Commercial Construction Industry
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Identification and Prioritization of Critical Subject Matter within Mechanical Systems Curriculum in Construction Management Education
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Ground-based 3D radar imaging of trees using a 2D synthetic aperture
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Designing a sustainable large-scale project-based learning (PBL) experience for juniors in electrical and computer engineering
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Volumetric displays
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Two-phase flow pressure drop in superhydrophobic channels
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,A comprehensive model for predicting elemental composition of coal pyrolysis products
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Modeling soot formation from solid complex fuels
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Modeling a pressurized coal feed system
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Analysis of pyrolysis products from live shrub fuels
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Modeling effects of annealing on coal char reactivity to O2 and CO2 based on preparation conditions
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Modeling soot in coal systems
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,A fast-running simulation tool for axisymmetric oxy-coal combustors
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Investigation of merging flames in horizontal and vertical geometries
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Ash deposition during advanced oxy-coal combustion using minimum recycled flue gas
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,A comprehensive model of single particle pulverized coal combustion extended to oxy-coal conditions
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Impact of particle properties on radiative heat flux in an oxy-coal reactor
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Pyrolysis of live vegetation at slow heating rates
Measurements and modeling of fluid flow and thermal processes in an industrial precalciner,Impact of computational mesh on CFD combustion predictions
Using a Product's Sustainability Space as a Design Exploration Tool,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment
Using a Product's Sustainability Space as a Design Exploration Tool,A simple starting point for designing for and/or assessing the social impact of products
Using a Product's Sustainability Space as a Design Exploration Tool,Information reduction and studio project frameworks
Using a Product's Sustainability Space as a Design Exploration Tool,Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware
Using a Product's Sustainability Space as a Design Exploration Tool,"Social impact in product design, an exploration of current industry practices"
Using a Product's Sustainability Space as a Design Exploration Tool,Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel
