Paper,Reviewer,Decision,Review
The PepSeq Pipeline: Software for Antimicrobial Motif Discovery in Randomly-Generated Peptide Libraries,Morales-Velez A.C.,True,Interesting
Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,Bowden A.E.,True,The best thing I have ever read
Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,Hammon S.,True,Not bad at all
Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,Xu B.,True,Not bad at all
Improved Track Continuity in Multi Target Tracking by Fusing Multiple Input Sources,Grimsman D.,True,The best thing I have ever read
Improved Track Continuity in Multi Target Tracking by Fusing Multiple Input Sources,Sanchez D.,False,I would not even use it as toilet paper
Improved Track Continuity in Multi Target Tracking by Fusing Multiple Input Sources,Petersen D.,True,Not bad at all
Visual Multiple Target Tracking from a Descending Aerial Platform,Nmira F.,True,The best thing I have ever read
Visual Multiple Target Tracking from a Descending Aerial Platform,McLeod A.R.,True,The best thing I have ever read
Visual Multiple Target Tracking from a Descending Aerial Platform,Gao H.,True,Not bad at all
A Class of Logistic Functions for Approximating State-Inclusive Koopman Operators,De Berker H.,True,Interesting
A Class of Logistic Functions for Approximating State-Inclusive Koopman Operators,Safdari M.-S.,True,Not bad at all
A Class of Logistic Functions for Approximating State-Inclusive Koopman Operators,Kim M.D.,True,The best thing I have ever read
Extending Motion Detection to Track Stopped Objects in Visual Multi-Target Tracking,Veletsianos G.,True,The best thing I have ever read
Extending Motion Detection to Track Stopped Objects in Visual Multi-Target Tracking,Gonzalez-Juez E.D.,False,Meh
Extending Motion Detection to Track Stopped Objects in Visual Multi-Target Tracking,Farnsworth C.B.,True,The best thing I have ever read
Movie recommendations using the deep learning approach,Clement M.J.,False,I fell asleep while reading
Movie recommendations using the deep learning approach,Perrins E.,True,Interesting
Movie recommendations using the deep learning approach,Roberts A.K.,True,Interesting
A graduate school recommendation system using the multi-class support vector machine and KNN approaches,Woolsey C.A.,True,Interesting
A graduate school recommendation system using the multi-class support vector machine and KNN approaches,Hughes A.,False,Is this a joke?
A graduate school recommendation system using the multi-class support vector machine and KNN approaches,Sansom R.L.,True,Not bad at all
Relative Navigation: A Keyframe-Based Approach for Observable GPS-Degraded Navigation,Frost C.,True,The best thing I have ever read
Relative Navigation: A Keyframe-Based Approach for Observable GPS-Degraded Navigation,Adams B.,True,Not bad at all
Relative Navigation: A Keyframe-Based Approach for Observable GPS-Degraded Navigation,Kerstein A.,True,Interesting
One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,Leete K.M.,True,Interesting
One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,Bilodeau R.A.,False,I fell asleep while reading
One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,Dornisch W.,True,Not bad at all
Developable compliant-aided rolling-contact mechanisms,Pigg A.C.,True,Not bad at all
Developable compliant-aided rolling-contact mechanisms,Ignaut B.,True,Not bad at all
Developable compliant-aided rolling-contact mechanisms,Mahmood A.,True,Interesting
A Rateless Approach to Physical-Layer Security,Wallace J.W.,False,I fell asleep while reading
A Rateless Approach to Physical-Layer Security,Nickerl A.,True,Not bad at all
A Rateless Approach to Physical-Layer Security,Carreira M.,True,Not bad at all
Nested QPSK Encoding for Information Theoretic Security,Nelson T.,True,The best thing I have ever read
Nested QPSK Encoding for Information Theoretic Security,Von Moll A.,False,Is this a joke?
Nested QPSK Encoding for Information Theoretic Security,Mehmood R.,True,Interesting
A Tale of Two Studies: The Best and Worst of YubiKey Usability,Dutson J.,True,Interesting
A Tale of Two Studies: The Best and Worst of YubiKey Usability,Bonner N.,False,Nothing makes sense
A Tale of Two Studies: The Best and Worst of YubiKey Usability,Awerkamp P.,True,The best thing I have ever read
The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,Hotchkiss R.H.,True,Interesting
The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,Hinton D.,True,Not bad at all
The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,El Asmar M.,True,The best thing I have ever read
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,Pixton D.,True,Interesting
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,Randall G.C.,False,I fell asleep while reading
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,Hackney D.,True,The best thing I have ever read
Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,Francucci G.,True,Interesting
Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,Zhao R.,True,Interesting
Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,Clark B.,True,Interesting
Secure Array Synthesis in Multipath Channels,Saquib M.,True,Not bad at all
Secure Array Synthesis in Multipath Channels,Allen D.,True,The best thing I have ever read
Secure Array Synthesis in Multipath Channels,George A.,True,The best thing I have ever read
Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,Yu M.,True,Interesting
Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,Lansinger V.B.,True,The best thing I have ever read
Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,Frei M.,False,My dog can write better
A Multimodal Exploration of Engineering Students' Emotions and Electrodermal Activity in Design Activities,Srinivasan G.,True,The best thing I have ever read
A Multimodal Exploration of Engineering Students' Emotions and Electrodermal Activity in Design Activities,Andrews D.W.,True,The best thing I have ever read
A Multimodal Exploration of Engineering Students' Emotions and Electrodermal Activity in Design Activities,Comer D.J.,True,Not bad at all
Kinetostatic modeling of complex compliant mechanisms with serial-parallel substructures: A semi-analytical matrix displacement method,Clark R.,True,The best thing I have ever read
Kinetostatic modeling of complex compliant mechanisms with serial-parallel substructures: A semi-analytical matrix displacement method,Pitt W.G.,True,Not bad at all
Kinetostatic modeling of complex compliant mechanisms with serial-parallel substructures: A semi-analytical matrix displacement method,Parsekian G.A.,False,Is this a joke?
"3D printed microfluidic features using dose control in X, Y, and Z dimensions",Jain A.,False,Meh
"3D printed microfluidic features using dose control in X, Y, and Z dimensions",Chelladurai I.,True,Interesting
"3D printed microfluidic features using dose control in X, Y, and Z dimensions",Das S.R.,True,The best thing I have ever read
A cognitive approach to predicting academic success in computing,Fernquest S.,True,The best thing I have ever read
A cognitive approach to predicting academic success in computing,Beard R.W.,True,Not bad at all
A cognitive approach to predicting academic success in computing,Zephirin T.,True,Not bad at all
Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program,Woodbury N.,False,I fell asleep while reading
Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program,Lemonnier D.,True,Interesting
Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program,Galtier M.,True,Interesting
Outreach potential of displaying research artifacts in art museums,Howland S.,False,Is this a joke?
Outreach potential of displaying research artifacts in art museums,Ray Pentecost A.,True,Not bad at all
Outreach potential of displaying research artifacts in art museums,Schultz G.G.,True,Not bad at all
Intensive mentoring and micro-electronics research for students in engineering (IMMERSE),Beard R.,True,The best thing I have ever read
Intensive mentoring and micro-electronics research for students in engineering (IMMERSE),Wright G.,False,Is this a joke?
Intensive mentoring and micro-electronics research for students in engineering (IMMERSE),Sowards J.B.,True,The best thing I have ever read
Transitioning a manufacturing systems engineering course to student-centered learning,Smith J.P.,True,The best thing I have ever read
Transitioning a manufacturing systems engineering course to student-centered learning,Peters K.,True,The best thing I have ever read
Transitioning a manufacturing systems engineering course to student-centered learning,Rose M.A.,True,Not bad at all
Assessment of a global engineering outreach course,Chapman S.C.,True,The best thing I have ever read
Assessment of a global engineering outreach course,Manyam S.G.,True,Interesting
Assessment of a global engineering outreach course,West R.E.,True,Not bad at all
Understanding engineering and technology student perceptions: Barriers to study abroad participation,Wheadon J.,True,Interesting
Understanding engineering and technology student perceptions: Barriers to study abroad participation,Bates C.O.,True,Not bad at all
Understanding engineering and technology student perceptions: Barriers to study abroad participation,Linford M.R.,True,The best thing I have ever read
Designing a sustainable large-scale project-based learning (PBL) experience for juniors in electrical and computer engineering,Lewis R.S.,False,Meh
Designing a sustainable large-scale project-based learning (PBL) experience for juniors in electrical and computer engineering,Stevens M.D.,True,Not bad at all
Designing a sustainable large-scale project-based learning (PBL) experience for juniors in electrical and computer engineering,Christofferson J.P.,True,Not bad at all
Investigating influences on first-year engineering students' views of ethics and social responsibility,Carpenter J.P.,True,Not bad at all
Investigating influences on first-year engineering students' views of ethics and social responsibility,Warnick S.,False,Nothing makes sense
Investigating influences on first-year engineering students' views of ethics and social responsibility,Orme A.D.,True,The best thing I have ever read
A longitudinal study of social and ethical responsibility among undergraduate engineering students: Comparing baseline and midpoint survey results,André F.,True,Not bad at all
A longitudinal study of social and ethical responsibility among undergraduate engineering students: Comparing baseline and midpoint survey results,Christofferson J.P.,True,Not bad at all
A longitudinal study of social and ethical responsibility among undergraduate engineering students: Comparing baseline and midpoint survey results,Bruening D.,True,Not bad at all
Lowman's model goes back to the movies,Miles M.,True,Interesting
Lowman's model goes back to the movies,Fistler M.,True,The best thing I have ever read
Lowman's model goes back to the movies,Peters K.,True,Interesting
Crafting the future of computing education in CC2020: A workshop,Saito M.,True,The best thing I have ever read
Crafting the future of computing education in CC2020: A workshop,Fernquest S.,True,Interesting
Crafting the future of computing education in CC2020: A workshop,Yeung E.,True,The best thing I have ever read
Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,Rybkowski Z.K.,True,Not bad at all
Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,Mulford R.B.,True,Interesting
Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,Johnson O.K.,True,Interesting
Bézier B̄ projection,Sarić A.T.,True,Interesting
Bézier B̄ projection,Webb D.,True,Not bad at all
Bézier B̄ projection,Nelson N.,True,Interesting
Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,Cheney T.,True,Not bad at all
Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,Norman K.,True,Interesting
Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,Casbeer D.W.,True,Not bad at all
Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers,Perrins E.,True,Not bad at all
Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers,Zhang W.,False,Meh
Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers,Warnick S.,True,The best thing I have ever read
Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,Small K.A.,True,The best thing I have ever read
Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,Mueller T.,True,Interesting
Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,Csányi G.,True,Interesting
Bubble nucleation in superhydrophobic microchannels due to subcritical heating,Gou Y.,False,Meh
Bubble nucleation in superhydrophobic microchannels due to subcritical heating,Ames D.C.,True,Interesting
Bubble nucleation in superhydrophobic microchannels due to subcritical heating,Hollenbeck M.,True,Not bad at all
Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,Wu J.,True,Not bad at all
Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,Pederson J.,True,Interesting
Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,Schwicht D.E.W.,True,Interesting
Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,Schultz S.M.,True,Not bad at all
Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,Smith R.,True,The best thing I have ever read
Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,Sanchez D.,True,Not bad at all
Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,Tolman S.S.,True,Not bad at all
Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,Rupert L.,True,Not bad at all
Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,Salt S.D.,True,Interesting
High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,Black R.,True,Interesting
High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,Zou Z.,True,Not bad at all
High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,Nascimento M.R.,True,Not bad at all
Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,Stevens M.D.,True,Interesting
Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,Wen S.-J.,False,My dog can write better
Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,Freedman D.,True,The best thing I have ever read
Volumetric displays,Wells T.,False,I fell asleep while reading
Volumetric displays,Goode T.,True,The best thing I have ever read
Volumetric displays,Wilson A.T.,True,The best thing I have ever read
Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,Skaggs P.,True,Interesting
Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,Lunt B.M.,False,I would not even use it as toilet paper
Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,Amin M.N.,True,Interesting
ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,Bearden C.E.,False,Nothing makes sense
ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,Carrion R.,True,Not bad at all
ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,Cai H.,True,Not bad at all
"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Smith A.K.,False,My dog can write better
"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Vermeltfoort A.T.,True,Not bad at all
"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Wang T.,True,Not bad at all
Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,Orr J.,True,Interesting
Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,Willey L.C.,False,Is this a joke?
Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,Rojas-Nastrucci E.A.,True,Not bad at all
Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Boaventura-Cunha J.,True,Interesting
Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Morgan W.S.,True,Interesting
Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Csányi G.,True,Not bad at all
Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,Moore K.R.,False,Nothing makes sense
Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,Cao J.,True,The best thing I have ever read
Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,Rozsa J.,True,Not bad at all
Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,Lay K.,True,Not bad at all
Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,Miles M.,True,Not bad at all
Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,Hansen B.,True,The best thing I have ever read
Effect of environmental and material factors on the response of nanocomposite foam impact sensors,Yu M.,True,The best thing I have ever read
Effect of environmental and material factors on the response of nanocomposite foam impact sensors,Clayburn Z.,True,The best thing I have ever read
Effect of environmental and material factors on the response of nanocomposite foam impact sensors,Mansoor M.M.,True,Not bad at all
Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,Long D.G.,False,My dog can write better
Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,Schnepf P.D.,True,Not bad at all
Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,Wilkerson J.W.,True,Interesting
Scalable fabric tactile sensor arrays for soft bodies,McLain T.W.,True,The best thing I have ever read
Scalable fabric tactile sensor arrays for soft bodies,Goodrich M.A.,False,Nothing makes sense
Scalable fabric tactile sensor arrays for soft bodies,Crampton E.B.,True,Interesting
Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Sadler J.E.,True,Not bad at all
Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Blackburn L.,False,Meh
Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Eves K.,True,Interesting
Antireflective light-blocking layers using a liquid top matte coating,Harrison C.R.,True,Not bad at all
Antireflective light-blocking layers using a liquid top matte coating,Fonseca F.S.,True,Not bad at all
Antireflective light-blocking layers using a liquid top matte coating,Wu F.,True,Interesting
Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Lourenço P.B.,True,Not bad at all
Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Brueseke M.,False,Nothing makes sense
Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Sampad M.J.N.,True,Not bad at all
Rigidly foldable quadrilateral meshes from angle arrays,Kunzler J.W.,False,Is this a joke?
Rigidly foldable quadrilateral meshes from angle arrays,Dickinson T.,True,The best thing I have ever read
Rigidly foldable quadrilateral meshes from angle arrays,Hyatt P.,True,The best thing I have ever read
Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Baker N.F.,True,Interesting
Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Webb D.,True,The best thing I have ever read
Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Smith D.O.,True,The best thing I have ever read
Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,Egbert S.C.,False,Meh
Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,Liu M.,True,Not bad at all
Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,Xia T.,True,Interesting
Investigating the safety impact of roadway network features of suburban arterials in Shanghai,Zhao E.L.,True,The best thing I have ever read
Investigating the safety impact of roadway network features of suburban arterials in Shanghai,Stromberg L.R.,True,Not bad at all
Investigating the safety impact of roadway network features of suburban arterials in Shanghai,Huang X.,False,Is this a joke?
Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,Gates N.S.,True,The best thing I have ever read
Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,Sousa P.,True,Not bad at all
Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,Meaker K.S.,True,Interesting
Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Flanary D.,True,Interesting
Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Giraud-Carrier C.,False,Meh
Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Bowden A.E.,True,Not bad at all
CrsRecs: A personalized course recommendation system for college students,Bates C.O.,False,I would not even use it as toilet paper
CrsRecs: A personalized course recommendation system for college students,Siebert J.,True,Interesting
CrsRecs: A personalized course recommendation system for college students,Wright G.,True,Interesting
Using tripartite graphs to make long tail recommendations,Chang J.S.,True,The best thing I have ever read
Using tripartite graphs to make long tail recommendations,Rosenbrock C.W.,False,Meh
Using tripartite graphs to make long tail recommendations,Kinnison W.,True,Interesting
Texture mediated grain boundary network design in three dimensions,Erickson H.C.,True,Not bad at all
Texture mediated grain boundary network design in three dimensions,Mishra R.S.,True,Not bad at all
Texture mediated grain boundary network design in three dimensions,Song R.,True,The best thing I have ever read
Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,Williams T.,True,Interesting
Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,McCracken S.L.,True,The best thing I have ever read
Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,Rhamati M.,False,Nothing makes sense
Swarm Transparency,McDonald S.J.,True,Interesting
Swarm Transparency,Harden T.,True,The best thing I have ever read
Swarm Transparency,Eargle D.,True,Interesting
"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Martínez A.,True,Not bad at all
"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Hartman B.M.,True,The best thing I have ever read
"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Stevens M.D.,True,Interesting
"3D printed high density, reversible, chip-to-chip microfluidic interconnects",Dornisch W.,False,I would not even use it as toilet paper
"3D printed high density, reversible, chip-to-chip microfluidic interconnects",Noyce S.G.,True,Interesting
"3D printed high density, reversible, chip-to-chip microfluidic interconnects",Yu M.,True,The best thing I have ever read
The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,Xue M.,True,The best thing I have ever read
The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,Mayoral J.M.,False,Nothing makes sense
The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,Pollard T.,True,Interesting
Architecture exploration for HLS-oriented FPGA debug overlays,Takai H.,True,The best thing I have ever read
Architecture exploration for HLS-oriented FPGA debug overlays,Perrins E.,True,Interesting
Architecture exploration for HLS-oriented FPGA debug overlays,Zimmerman T.K.,True,Interesting
A dual sensor selective for Hg2+ and cysteine detection,Yu H.,True,The best thing I have ever read
A dual sensor selective for Hg2+ and cysteine detection,Hart G.,True,Not bad at all
A dual sensor selective for Hg2+ and cysteine detection,Anderson R.,True,Not bad at all
Hybrid power system state estimation with irregular sampling,Koch D.P.,True,Interesting
Hybrid power system state estimation with irregular sampling,Švenda V.G.,True,The best thing I have ever read
Hybrid power system state estimation with irregular sampling,Brink K.M.,False,Meh
On the well-posedness of LTI networks,Stanković A.M.,True,Not bad at all
On the well-posedness of LTI networks,Sarić A.A.,True,Not bad at all
On the well-posedness of LTI networks,Transtrum M.K.,True,Not bad at all
Necessary and sufficient conditions for identifiability of interconnected subsystems,Clayton M.F.,True,Interesting
Necessary and sufficient conditions for identifiability of interconnected subsystems,Miles M.P.,True,Not bad at all
Necessary and sufficient conditions for identifiability of interconnected subsystems,Erickson H.C.,False,I fell asleep while reading
Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,Seamons K.,True,The best thing I have ever read
Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,Collett T.,False,Meh
Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,Clark M.R.,True,Not bad at all
A comparative analysis of computer-aided design team performance with collaboration software,Scott M.A.,True,The best thing I have ever read
A comparative analysis of computer-aided design team performance with collaboration software,Stone B.R.,False,Is this a joke?
A comparative analysis of computer-aided design team performance with collaboration software,Oesterle B.,True,The best thing I have ever read
Materials selection of flexible open-cell foams in energy absorption applications,Zhou G.,True,Interesting
Materials selection of flexible open-cell foams in energy absorption applications,Erickson H.C.,True,Not bad at all
Materials selection of flexible open-cell foams in energy absorption applications,Rosquist P.G.,True,Not bad at all
"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",Bilancia P.,False,Is this a joke?
"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",Bilodeau R.A.,True,The best thing I have ever read
"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",Zhang J.,True,Not bad at all
Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,Fullwood D.T.,True,The best thing I have ever read
Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,Schnepf P.D.,True,The best thing I have ever read
Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,Baird G.M.,True,Interesting
Moment method analysis of a reconfigurable OTA reverberation chamber,Price C.,True,Not bad at all
Moment method analysis of a reconfigurable OTA reverberation chamber,Moon B.G.,False,Meh
Moment method analysis of a reconfigurable OTA reverberation chamber,Rodin G.J.,True,Interesting
Rapid visualization of compressor blade finite element models using surrogate modeling,Orr J.,False,My dog can write better
Rapid visualization of compressor blade finite element models using surrogate modeling,Thomas D.C.,True,Interesting
Rapid visualization of compressor blade finite element models using surrogate modeling,McCall A.J.,True,Not bad at all
Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,Orme A.D.,True,Not bad at all
Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,Sorensen S.T.,False,I would not even use it as toilet paper
Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,Kind K.,True,Not bad at all
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Mayoral J.M.,True,Interesting
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Wingate B.A.,True,Not bad at all
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Kayen R.,False,Is this a joke?
Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,Webb D.,True,Not bad at all
Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,Ochsner S.,False,I would not even use it as toilet paper
Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,Mancini S.,True,The best thing I have ever read
Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,Banik J.A.,True,The best thing I have ever read
Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,Nysetvold T.B.,True,Interesting
Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,Swift S.H.,False,I would not even use it as toilet paper
Mixing plane simulation of a high-performance fan using kestrel,Rice M.,True,The best thing I have ever read
Mixing plane simulation of a high-performance fan using kestrel,Crampton E.B.,True,Interesting
Mixing plane simulation of a high-performance fan using kestrel,Akamine M.,True,Interesting
Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,Aryal B.R.,True,The best thing I have ever read
Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,Candia G.,True,The best thing I have ever read
Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,Schultz S.,False,I fell asleep while reading
The secure socket API: TLS as an operating system service,Perez-Celis A.,True,The best thing I have ever read
The secure socket API: TLS as an operating system service,O’Neill M.,True,Not bad at all
The secure socket API: TLS as an operating system service,Xue M.,True,The best thing I have ever read
3D printed microfluidic selectable ratio mixer pump in 2 mm3,Munro T.,True,Not bad at all
3D printed microfluidic selectable ratio mixer pump in 2 mm3,Nussbaum J.,True,Interesting
3D printed microfluidic selectable ratio mixer pump in 2 mm3,Aryal B.R.,True,The best thing I have ever read
Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Goodrich M.A.,True,The best thing I have ever read
Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Schwicht D.E.W.,True,Interesting
Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Welling A.G.,False,My dog can write better
Thermal diffusivity measurements with fluorescent scanning microscope,Pixton D.,True,The best thing I have ever read
Thermal diffusivity measurements with fluorescent scanning microscope,Dasgupta A.,True,The best thing I have ever read
Thermal diffusivity measurements with fluorescent scanning microscope,Poon T.C.,True,Interesting
Open source computational photonics toolbox,Shapeev A.V.,True,Interesting
Open source computational photonics toolbox,Primig S.,False,I would not even use it as toilet paper
Open source computational photonics toolbox,Schmidt H.,True,Not bad at all
Progress on photophoretic trap displays,Kvavle J.,False,Meh
Progress on photophoretic trap displays,Pettingill D.,True,The best thing I have ever read
Progress on photophoretic trap displays,Kurtz D.,True,The best thing I have ever read
