Author,Organization Name,Type
Moss N.D.,University of Reims Champagne-Ardenne,University
Alin F.,University of Reims Champagne-Ardenne,University
Ni Q.,University of South Florida,University
Hastings A.,Brigham Young University,University
Jensen S.,Brigham Young University,University
Hutchings B.,Brigham Young University,University
Davis B.R.,Brigham Young University,University
Ford H.,Brigham Young University,University
Safdarnejad S.M.,University of Utah,University
Powell K.M.,University of Utah,University
Barnwell N.V.,Electrical Consultants Inc.,Company
Tryon J.E.,Epic,Company
Sadler A.L.,Kiewit,Company
Ding S.,Iowa State University,University
Das S.R.,Iowa State University,University
Brownlee B.J.,Brigham Young University,University
Parate K.,Iowa State University,University
Davis T.M.,Brigham Young University,University
Stromberg L.R.,Iowa State University,University
Chan E.K.L.,University of Florida,University
Katz J.,University of Florida,University
Claussen J.C.,Iowa State University,University
Larmore G.,University of Colorado Colorado Springs,University
Harrison W.,Brigham Young University,University
Perrinsy E.,University of Kansas,University
Boyce P.,University of Colorado Colorado Springs,University
Harrisony W.K.,Brigham Young University,University
Burgett J.M.,Clemson University,University
Perrenoud A.,University of Oklahoma,University
Hess B.C.,Brigham Young University,University
Loney D.A.,US Army Corps of Engineers,Company
Pevey K.C.,US Army Corps of Engineers,Company
McAlpin J.T.,US Army Corps of Engineers,Company
Nelsen B.W.,Brigham Young University,University
Hargis B.H.,US Army Corps of Engineers,Company
Peterson J.R.,Brigham Young University,University
Perego A.,Brigham Young University,University
Shelley M.,Brigham Young University,University
Olsen C.R.,Brigham Young University,University
Perez L.D.,University of Redlands,University
Hogg H.L.,Brigham Young University,University
Watt R.K.,Brigham Young University,University
Colton J.S.,Brigham Young University,University
Jiang Z.,Xi'an Jiaotong University,University
Cramer J.,Brigham Young University,University
Misha R.,General Motors R&D,Company
Sachdev A.,General Motors R&D,Company
Yellowhorse A.,Brigham Young University,University
Wright G.A.,Brigham Young University,University
Collins N.S.,Brigham Young University,University
Farnsworth M.S.,Brigham Young University,University
Shen T.-C.,Utah State University,University
Anderson C.M.,Brigham Young University,University
Thompson S.K.,University of Utah,University
Whitty K.J.,University of Utah,University
Roy J.,Indian Institute of Technology Bombay,University
Kumar A.,Indian Institute of Technology Bombay,University
Choudhury D.,Indian Institute of Technology Bombay,University
Chanda A.,University of Pittsburgh,University
Ruchti T.,Brigham Young University,University
Upchurch W.,University of Alabama,University
Lee J.H.,Brigham Young University,University
Millard J.D.,Brigham Young University,University
Moon B.G.,Brigham Young University,University
Bean M.,Brigham Young University,University
Wood D.,Brigham Young University,University
Zimmerman T.,Brigham Young University,University
Frandsen D.,Brigham Young University,University
Burrow D.,Brigham Young University,University
Jensen T.D.,Brigham Young University,University
Bresciano K.A.,Brigham Young University,University
Dallon E.,Brigham Young University,University
Stewart E.,Brigham Young University,University
Griffitts J.,Brigham Young University,University
Meena G.,University of California at Santa Cruz,University
Meena G.,University of California,University
McMurray J.,Brigham Young University,University
Olsen M.,Brigham Young University,University
Orfila M.,Brigham Young University,University
Millard J.,Brigham Young University,University
Johnson C.A.,Brigham Young University,University
Yeung E.,California Institute of Technology,University
Yeung E.,Pacific Northwest National Laboratories,Company
Salva K.T.,Sensors,Company
Lund J.,Brigham Young University,University
Baskota A.,Brigham Young University,University
Jackson J.S.,Brigham Young University,University
Lansinger V.B.,Brigham Young University,University
Medina J.,Brandenburgische Technische Universität Cottbus-Senftenberg,University
Klein M.,Brandenburgische Technische Universität Cottbus-Senftenberg,University
Kerstein A.R.,Danville,Company
Johnson M.H.,University of Colorado Colorado Springs,University
Rendon G.T.,University of Colorado,University
Reynolds J.,Brigham Young University,University
Reynolds J.,University of Illinois at Urbana-Champaign,University
Witzeman J.S.,Northern Arizona University,University
Henderson P.,Carnegie Mellon University,University
Welling A.G.,Brigham Young University,University
Cosner R.,Purdue University,University
Kimmons R.,Brigham Young University,University
Carpenter J.P.,Elon University,University
Veletsianos G.,Royal Roads University,University
Krutka D.G.,University of North Texas,University
Galan A.M.,Brigham Young University,University
Hinton D.,Northwest Hydraulic Consultants,Company
Hotchkiss R.H.,Brigham Young University,University
Hotchkiss R.H.,Brigham Young Univ,University
Hotchkiss R.H.,Brigham Young Univ.,University
Cope M.,J-U-B Engineers,Company
Villanueva I.,Utah State University,University
Campbell B.D.,Brigham Young University,University
Raikes A.C.,The University of Arizona,University
Jones S.H.,Utah State University,University
Putney L.G.,University of Nevada-Las Vegas,University
Zeng M.,Xi'an Jiaotong University,University
Beauchamp M.J.,Brigham Young University,University
Goettel C.,Brigham Young University,University
Wright G.,Brigham Young University,University
Weidman J.E.,Brigham Young University,University
Weidman J.E.,Brigham Young Univ.,University
Bateman T.C.,Brigham Young University,University
Morgan D.C.,Brigham Young University,University
Palma L.,Brigham Young University,University
Ward C.J.,Brigham Young University,University
Warnick G.M.,Brigham Young University,University
Warnick G.M.,Ira A. Fulton College of Engineering and Technology,University
Warnick G.M.,Purdue University,University
Call M.S.,Ira A. Fulton College of Engineering and Technology,University
Davies R.,Brigham Young University,University
Davies R.,Ira A. Fulton College of Engineering and Technology,University
Hutchings B.L.,Brigham Young University,University
Zephirin T.,Purdue University,University
Howland S.M.J.,Brigham Young University,University
Howland S.M.J.,Purdue University,University
Kim M.D.,Purdue University,University
Katz A.,Brigham Young University,University
Jesiek B.K.,Purdue University,University
Zoltowski C.B.,Purdue University,University
Frezza S.T.,Gannon University,University
Pears A.N.,Uppsala University,University
Exter M.,Purdue University,University
Cluff S.,Brigham Young University,University
Homer E.,Brigham Young University,University
Nelson T.,Brigham Young University,University
Song R.,ArcelorMittal Global RandD - East Chicago Automotive Products,Company
Whitehead N.,Brigham Young University,University
Wood Chiang S.-H.,Brigham Young University,University
Gibson G.E.,Arizona State Univ.,University
Asmar M.E.,Arizona State Univ.,University
Olsen M.H.,Brigham Young University,University
Qian Z.,Sun Yat-sen University,University
Wan J.,Sun Yat-sen University,University
Liu W.,Tsinghua University,University
Liu W.,Sun Yat-sen University,University
Baradoy D.,Brigham Young University,University
Poon T.C.,Virginia Tech,Company
Gao H.,Shanghai University,University
Kvavle J.,U.S. Office of Naval Research Global,Company
Qaderi K.,Brigham Young University,University
Christensen C.,Brigham Young University,University
Willey L.,Brigham Young University,University
Vasquez D.,Brigham Young University,University
Dennis E.L.,Semel Institute for Neuroscience and Human Behavior,University
Wilde E.A.,Baylor College of Medicine,University
Newsome M.R.,Baylor College of Medicine,University
Scheibel R.S.,Baylor College of Medicine,University
Troyanskaya M.,Baylor College of Medicine,University
Velez C.,University of Missouri-St. Louis,University
Wade B.S.C.,University of Missouri-St. Louis,University
Drennon A.M.,Defense and Veterans Brain Injury Center,Company
York G.E.,Alaska Radiology Ass.,Company
Bigler E.D.,Brigham Young University,University
Abildskov T.J.,Brigham Young University,University
Taylor B.A.,Baylor College of Medicine,University
Jaramillo C.A.,Polytrauma Rehabilitation Center,Company
Eapen B.,Polytrauma Rehabilitation Center,Company
Belanger H.,University of South Florida,University
Gupta V.,Imaging Genetics Center,Company
Morey R.,Duke University,University
Haswell C.,Duke University,University
Levin H.S.,Baylor College of Medicine,University
Hinds S.R.,Department of Defense,Company
Walker W.C.,Virginia Commonwealth University,University
Thompson P.M.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Thompson P.M.,Semel Institute for Neuroscience and Human Behavior,University
Tate D.F.,University of Missouri-St. Louis,University
Bruening D.A.,Brigham Young University,University
Pohl M.B.,University of Puget Sound,University
Takahashi K.Z.,University of Nebraska at Omaha,University
Barrios J.A.,University of Dayton,University
Dodson B.,Brigham Young University,University
Hedges D.M.,Brigham Young University,University
Steffensen S.C.,Brigham Young University,University
Puleo C.,General Electric Global Research (GE-GR),Company
Galligan C.,General Electric Global Research (GE-GR),Company
Ashe J.,General Electric Global Research (GE-GR),Company
Brivadis E.,Istituto di Matematica Applicata e Tecnologie Informatiche del CNR,Company
Wanik D.,University of Connecticut,University
Anagnostou E.,University of Connecticut,University
Hartman B.,Brigham Young University,University
Layton T.,Jacksonville State University,University
Bird E.,Brigham Young University,University
Merrell J.,Brigham Young University,University
Rosquist P.,Brigham Young University,University
Martineau A.,Brigham Young University,University
Bowden A.,Brigham Young University,University
Seeley M.,Brigham Young University,University
Balijepalli S.K.,Brigham Young University,University
Penaloza J.,University of California,University
Santos V.J.,University of California,University
Coburn J.Q.,Brigham Young University,University
Kim D.,Brigham Young University,University
Bryden K.M.,Iowa State University,University
Maccarty N.A.,Oregon State University,University
Stringer B.J.,University of Utah,University
Shumway S.B.,Verum TCS,Company
Holbrook M.D.,Duke University,University
Copeland C.G.,Utah State University,University
Copeland C.G.,Verum TCS,Company
Gosch A.A.,Brigham Young University,University
Kück K.,University of Utah,University
Yuan J.,University of Central Florida,University
Fang S.,Tongji University,University
Yuksel M.C.,Çukurova University,University
Tas F.M.,IP and Optical Dept,Company
Schuh C.A.,Massachusetts Institute of Technology,University
Gallacher J.R.,Brigham Young University,University
Ripa B.,Brigham Young University,University
Butler B.W.,RMRS Missoula Fire Sciences Laboratory,Company
Fletcher T.H.,Los Alamos National Laboratory,Company
Fletcher T.H.,Brigham Young University,University
Chen J.Y.C.,US Army Research Laboratory,Company
Kayen R.,University of California Los Angeles,University
Kayen R.,University of California,University
Kokusho T.,Chuo University,University
Hazarika H.,Kyushu University,University
Dashti S.,University of Colorado Boulder,University
Calderon J.R.,University of Colorado Boulder,University
Franke T.K.,Brigham Young University,University
Oettle N.K.,AECOM,Company
Wham B.,University of Colorado Boulder,University
Louis-Kayen G.P.,University of California,University
Sitar R.,University of California,University
Louis-Kayen N.M.,Tufts University,University
Wilding K.M.,Brigham Young University,University
Smith A.K.,Brigham Young University,University
Wilkerson J.W.,Brigham Young University,University
Bush D.B.,Brigham Young University,University
Knotts T.A.,Brigham Young University,University
Jamal A.-S.,University of British Columbia,University
Jung J.M.,Seoul National University of Science and Technology,University
Kim C.,Seoul National University of Science and Technology,University
Harrison R.G.,Brigham Young University,University
Svenda V.,Tufts University,University
Chetty V.,Lucid Software Inc,Company
Chetty V.,Brigham Young University,University
Eves K.,Brigham Young University,University
Olsen J.,Brigham Young University,University
Bird E.T.,Brigham Young University,University
Shumway D.,Brigham Young University,University
Sadler J.,Brigham Young University,University
Hepworth A.,East Hartford,Company
Alvarez E.J.,Brigham Young University,University
Farnsworth C.,Brigham Young Univ.,University
McDonnell T.,Brigham Young University,University
Mehr J.,Brigham Young University,University
Perdue T.,Brigham Young University,University
Collett T.,Brigham Young University,University
Hayden S.,Brigham Young University,University
Nygaard E.,Brigham Young University,University
Gneiting S.A.,Brigham Young University,University
Durfee D.S.,Brigham Young University,University
Cardall H.,Brigham Young University,University
Howell B.F.,Brigham Young University,University
Larsen A.,Brigham Young University,University
Fry R.,Brigham Young University,University
Mercer E.G.,Brigham Young University,University
Browning J.S.,Brigham Young Univ.,University
Henrie A.,Brigham Young University,University
Codling J.R.,Brigham Young University,University
Gneiting S.,Brigham Young University,University
Christensen J.,Brigham Young University,University
Burdette M.J.,Brigham Young University,University
Nelson K.,Brigham Young University,University
Dye S.,Brigham Young University,University
Holtom J.,Brigham Young University,University
Walton P.,Brigham Young University,University
Smith J.,Brigham Young University,University
Wallin N.,Brigham Young University,University
Averett T.,Brigham Young University,University
Thompson R.,Brigham Young University,University
Hull T.,Brigham Young University,University
Lee E.T.,Brigham Young University,University
Crampton E.B.,Brigham Young University,University
Sellers A.D.,Brigham Young University,University
Sargent B.S.,Brigham Young University,University
Packer R.,Brigham Young University,University
Prawitt D.G.,Brigham Young University,University
Porter D.,Brigham Young University,University
Whiting T.A.,Brigham Young University,University
Sawyer K.B.,Brigham Young University,University
Walton M.P.,Brigham Young University,University
Laughlin E.,Brigham Young University,University
Howe L.,Brigham Young University,University
Talbot M.,US Bureau of Reclamation,Company
Talbot M.,U.S. Bureau of Reclamation,Company
Rajnarayan D.,Aerion Technologies Corporation,Company
Custer C.H.,Siemens Product Lifecycle Management Software,Company
Dearden J.,Brigham Young University,University
Grames C.,New Product Development,Company
Orr J.,Brigham Young University,University
Dillon P.B.,Project Engineer I,Company
Eixenberger J.G.,WDP and Associates,Company
Jensen D.W.,Brigham Young University,University
Machanzi T.,TRC,Company
Machanzi T.,Brigham Young University,University
Stone B.R.,Brigham Young University,University
Wald M.O.,Brigham Young University,University
Richey M.C.,Learning,Company
Richey M.C.,Boeing Company,Company
Campbell C.,METER Group,Company
Campbell A.,METER Group,Company
Hansen N.,Brigham Young Univ.,University
Hopkins B.,Brigham Young Univ.,University
Evans S.,Brigham Young Univ.,University
Campbell E.,METER Group,Company
Cobos D.,METER Group,Company
Russell D.N.,GeoEngineers,Company
Ishimwe E.,Univ. of Arkansas,University
Coffman R.A.,Univ. of Arkansas,University
Lopez J.S.,Geoestudios,Company
Vera-Grunauer X.,Geoestudios,Company
Rollins K.,368 CB Brigham Young Univ.,University
Rollins K.,Brigham Young Univ.,University
Salvatierra G.,Geoestudios,Company
Leslie Youd T.,Brigham Young Univ.,University
Error B.M.,AECOM,Company
Bush W.S.,Case Western Reserve University,University
Crawford D.C.,Case Western Reserve University,University
Briggs F.,Case Western Reserve University,University
Freedman D.,Case Western Reserve University,University
Sloan C.,Brigham Young University,University
Szymanski R.,General Motors LLC,Company
Josephson A.J.,Brigham Young University,University
Lansinger V.,Brigham Young University,University
Linn R.R.,Earth and Environmental Sciences Division,Company
Abraham Martin R.,Brigham Young University,University
Heiner B.K.,AFRL RYAT,Company
Micah Downing J.,Blue Ridge Research and Consulting,Company
Vaugh A.B.,Brigham Young University,University
Hales Swift S.,Brigham Young University,University
Reichman B.,Brigham Young University,University
Hwang J.T.,NASA Glenn Research Center,Company
Brower D.,Astro Technology,Company
Wilson J.C.,Brigham Young University,University
Wilson J.C.,Astro Technology,Company
High G.,Ocean Flow International,Company
Witherow K.,Ocean Flow International,Company
Shen W.,University of California,University
Yan K.,College of Information Engineering,University
Lopes C.V.,University of California,University
Riding K.A.,University of Florida,University
Peterman R.J.,Kansas State University,University
Guthrie S.,Brigham Young University,University
Brueseke M.,Kansas State University,University
Mosavi H.,University of Florida,University
Daily K.,Kansas State University,University
Risovi-Hendrickson W.,Kansas State University,University
Amoroso S.,Istituto Nazionale di Geofisica e Vulcanologia,Company
Lusvardi C.,Brigham Young Univ.,University
Monaco P.,Univ. of l'Aquila,University
Milana G.,Istituto Nazionale di Geofisica e Vulcanologia,Company
Morales C.,Pontificia Univ. Católica de Chile,University
Ledezma C.,Pontificia Univ. Católica de Chile,University
Sáez E.,Pontificia Univ. Católica de Chile,University
Hahn A.,Washington State University,University
Tamini A.,Washington State University,University
Das S.K.,Missouri University of Science and Technology,University
Jones S.,Utah State University,University
Putney L.,University of Nevada-Las Vegas,University
Campbell B.,Brigham Young University,University
Zhang J.,Washington State University,University
Field D.P.,Washington State University,University
Ruzindana M.,Brigham Young University,University
Jeffs B.D.,Brigham Young University,University
Black R.A.,Brigham Young University,University
Burnett M.,Brigham Young University,University
Pisano D.J.,West Virginia University,University
Lorimer D.R.,West Virginia University,University
Pingel N.,West Virginia University,University
Rajwade K.,West Virginia University,University
Prestage R.M.,Green Bank Observatory,Company
White S.,Green Bank Observatory,Company
Simon B.,Green Bank Observatory,Company
Hawkins L.,Green Bank Observatory,Company
Shillue W.,National Radio Astronomy Observatory CDL,Company
Roshi D.A.,National Radio Astronomy Observatory CDL,Company
Akamine M.,University of Tokyo,University
Akamine M.,The University of Tokyo,University
Okamoto K.,University of Tokyo,University
Okamoto K.,The University of Tokyo,University
Teramoto S.,University of Tokyo,University
Teramoto S.,The University of Tokyo,University
Okunuki T.,University of Tokyo,University
Okunuki T.,The University of Tokyo,University
Tsutsumi S.,Aerospace Research and Development Directorate,Company
Tsutsumi S.,Research Unit III,Company
Savidis N.,Massachusetts Institute of Technology,University
Bove V.M.,Massachusetts Institute of Technology,University
Lane S.,Brigham Young University,University
Clark M.R.,Riverside Research,Company
Jafek B.,Brigham Young Univ.,University
Eicholtz M.,Oak Ridge National Lab.,Company
Hendershott J.,Univ. of Tennessee,University
Bolme D.,Oak Ridge National Lab.,Company
Santos-Villalobos H.,Oak Ridge National Lab.,Company
Kovacevic A.,University of London,University
Tarnok Z.,Budapest University of Technology and Economics,University
Jagadeesh C.,University of London,University
Read M.,University of London,University
Horak P.,Budapest University of Technology and Economics,University
Leto A.,University of London,University
Seaman C.H.,Astro Technology,Company
Kipp R.M.,Astro Technology,Company
Tang H.H.,Aerodyne Industries,Company
Bentley N.L.,NASA-Johnson Space Center,Company
Le S.Q.,NASA-Johnson Space Center,Company
Brower D.V.,Astro Technology,Company
Baird G.M.,3507 North University Ave.,University
Baird G.M.,3507 North Univ. Ave.,University
Guillou J.,Utah State University,University
Lavadiya D.N.,North Dakota State University,University
Fronk T.,Utah State University,University
Ban H.,Utah State University,University
Russell C.S.,Brigham Young University,University
Bhat S.K.,Los Alamos National Lab,Company
Kress J.D.,Los Alamos National Lab,Company
Freeman C.J.,Pacific Northwest National Lab,Company
Jiang Y.,Pacific Northwest National Lab,Company
Morgan J.C.,National Energy Technology Lab,Company
Sahawneh L.R.,University of Florida,University
Wikle J.K.,Massachusetts Institute of Technology,University
Kaleo Roberts A.,Monovo,Company
Spencer J.C.,Princeton University,University
Radzinski T.,Sustainable Solutions Corporation,Company
Luna A.,Caruso Turley Scott,Company
Budd R.,U.S. Army Corps of Engineers,Company
Besendorfer J.,GeoEngineers Inc,Company
Hatch C.,Nicholson Construction Company,Company
Han J.,Association for Mechanically Stabilized Earth,Company
Gladstone R.,Association for Mechanically Stabilized Earth,Company
Folkman S.,Utah State Univ. (USU),University
Wang K.-A.,National Changhua University of Education,University
Rahman L.O.A.,Central Taiwan University of Science and Technology,University
Chung W.-S.,China Medical University,University
Sanchez D.G.,Texas AandM Univ.,University
Tamashasky B.,Virginia Tech College,University
Villalon-Reina J.E.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Ching C.R.K.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Kothapalli D.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Sun D.,Semel Institute for Neuroscience and Human Behavior,University
Nir T.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Lin A.,Semel Institute for Neuroscience and Human Behavior,University
Forsyth J.K.,Semel Institute for Neuroscience and Human Behavior,University
Kushan L.,Semel Institute for Neuroscience and Human Behavior,University
Vajdi A.,Semel Institute for Neuroscience and Human Behavior,University
Jalbrzikowski M.,University of Pittsburgh,University
Hansen L.,Semel Institute for Neuroscience and Human Behavior,University
Jonas R.K.,Semel Institute for Neuroscience and Human Behavior,University
Van Amelsvoort T.,Maastricht University,University
Bakker G.,Maastricht University,University
Kates W.R.,State University of New York,University
Antshel K.M.,Syracuse University,University
Fremont W.,State University of New York,University
Campbell L.E.,University of Newcastle,University
McCabe K.L.,University of Newcastle,University
Daly E.,Sackler Institute for Translational Neurodevelopment,University
Gudbrandsen M.,Sackler Institute for Translational Neurodevelopment,University
Murphy C.,Sackler Institute for Translational Neurodevelopment,University
Murphy D.,Sackler Institute for Translational Neurodevelopment,University
Craig M.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Emanuel B.,University of Pennsylvania,University
McDonald-Mcginn D.,University of Pennsylvania,University
Ruparel K.,University of Pennsylvania,University
Roalf D.,University of Pennsylvania,University
Gur R.E.,University of Pennsylvania and Children's Hospital of Philadelphia,University
Schmitt J.E.,University of Pennsylvania,University
Simon T.J.,UC Davis MIND Institute and Department of Psychiatry and Behavioral SciencesCA,University
Goodrich-Hunsaker N.J.,UC Davis MIND Institute and Department of Psychiatry and Behavioral SciencesCA,University
Durdle C.A.,UC Davis MIND Institute and Department of Psychiatry and Behavioral SciencesCA,University
Doherty J.,Cardiff University,University
Cunningham A.C.,Cardiff University,University
Van Den Bree M.,Cardiff University,University
Linden D.E.J.,Cardiff University,University
Owen M.,Cardiff University,University
Moss H.,Cardiff University,University
Jahanshad N.,Mark and Mary Stevens Neuroimaging and Informatics Institute Keck,University
Bearden C.E.,Semel Institute for Neuroscience and Human Behavior,University
Sanders S.,Brigham Young University,University
Giraud-Carrier C.,Brigham Young University,University
Wingate D.,Brigham Young University,University
Hogge J.W.,Brigham Young University,University
Giles N.F.,Brigham Young University,University
Rowley R.L.,Brigham Young University,University
Wilding W.V.,Brigham Young University,University
Martin S.R.,Johns Hopkins University,University
Merrell A.J.,Brigham Young University,University
Christensen W.F.,Brigham Young University,University
Dromey C.,Brigham Young University,University
Black K.M.,Brigham Young University,University
Ahmad W.,Lafayette College,University
Humpherys J.,Brigham Young University,University
Lyng G.,University of Wyoming,University
Zumbrun K.,Indiana University,University
Wham B.P.,University of Colorado Boulder,University
Campbell K.S.,University of North Texas,University
Amare N.,University of South Alabama,University
Kane E.,Queens University,University
Manning A.D.,Brigham Young University,University
Naidoo J.S.,University of Alabama,University
Aslani P.,Brigham Young University,University
Blotter J.D.,Brigham Young University,University
Hoagland D.,Brigham Young University,University
Bustamante D.,Brigham Young University,University
Van Hoe B.,North Carolina State University,University
Oman K.G.,North Carolina State University,University
Van Steenberge G.,Ghent University-IMEC,University
Stan N.,Brigham Young University,University
Schultz S.M.,Brigham Young University,University
Peters K.J.,North Carolina State University,University
Draper S.R.E.,Brigham Young University,University
Lawrence P.B.,Brigham Young University,University
Billings W.M.,Brigham Young University,University
Xiao Q.,Brigham Young University,University
Brown N.P.,Brigham Young University,University
Bécar N.A.,Brigham Young University,University
Matheson D.J.,Brigham Young University,University
Stephens A.R.,Brigham Young University,University
Price J.L.,Brigham Young University,University
Brewer J.,Brigham Young University,University
Lee K.,Brigham Young University,University
Hollenbeck M.,Optisys LLC,Company
Wamick K.,Brigham Young University,University
Cathey C.,Optisys LLC,Company
Opra J.,Optisys LLC,Company
Childs B.R.,Brigham Young University,University
Christofferson J.P.,Brigham Young University,University
Weidman J.,Brigham Young Univ.,University
Coombs D.,Brigham Young Univ.,University
Bulloch R.,Brigham Young Univ.,University
Chang D.K.,Hales Engineering LLC,Company
Verbert K.,Human and Computer Interaction Group,Company
Thacker K.S.,Brigham Young University,University
Ferguson S.M.,North Carolina State University,University
Brusati M.,Università degli Studi di Milano,University
Camplani A.,Università degli Studi di Milano,University
Chen H.,Brookhaven National Laboratory,Company
Citterio M.,INFN Milano,Company
Lazzaroni M.,Università degli Studi di Milano,University
Takai H.,Brookhaven National Laboratory,Company
Comer D.J.,Brigham Young University,University
Sorensen S.T.,Brigham Young University,University
Hopman A.,Brigham Young University,University
Petersen M.,Brigham Young University,University
Basko R.,Brigham Young University,University
Ochsner S.,Brigham Young University,University
Rosquist P.G.,Brigham Young University,University
Collins G.,Brigham Young University,University
Tuttle N.J.,Brigham Young University,University
Tracy J.B.,Brigham Young University,University
Wheadon J.,Brigham Young University,University
Platt B.C.,Brigham Young University,University
Kruman B.A.,Brigham Young University,University
Nelson M.C.,Brigham Young University,University
Hoybjerg T.G.,Brigham Young University,University
Tuttle S.C.,Brigham Young University,University
Myers S.J.,Brigham Young University,University
Cook R.B.,Brigham Young University,University
Stone B.,Brigham Young University,University
Killian M.,Brigham Young University,University
Oldroyd J.,Brigham Young University,University
Rombach I.,University of Oxford,University
Park D.,University of Oxford,University
Pollard T.,University of Oxford,University
Broomfield J.,University of Oxford,University
Lee T.Y.,University of Maryland,University
Smith A.,University of Maryland,University
Elmqvist N.,University of Maryland,University
Boyd-Graber J.,University of Colorado Boulder,University
Findlater L.,University of Maryland,University
Hurd R.C.,Utah State University,University
Speirs N.B.,Utah State University,University
Belden J.,Naval Undersea Warfare Center Division Newport,Company
Belden J.,Naval Undersea Warfare Center,Company
Belden J.,Vandelay Industries,Company
Pan Z.,Utah State University,University
Lovett B.,Utah State University,University
Robinson W.,Utah State University,University
Zamora M.A.,Brigham Young University,University
Sharker S.I.,Utah State University,University
Mansoor M.M.,Utah State University,University
Merritt A.,Utah State University,University
Truscott T.T.,Utah State University,University
Manning A.,Brigham Young University,University
Shumway L.,Brigham Young University,University
King R.,Brigham Young University,University
Wall T.,Brigham Young University,University
Davidson A.D.,Brigham Young University,University
Pigg A.C.,Brigham Young University,University
Curtis C.P.,Brigham Young University,University
Jandron M.A.,Naval Undersea Warfare Center Division Newport,Company
Tate Fanning D.,Brigham Young University,University
Bower A.F.,Brown University,University
Senic D.,National Institute of Standards and Technology,University
Williams D.F.,National Institute of Standards and Technology,University
Remley K.A.,National Institute of Standards and Technology,University
Wang C.-M.,National Institute of Standards and Technology,University
Holloway C.L.,National Institute of Standards and Technology,University
Palmer J.,Brigham Young University,University
Lavin C.,Brigham Young University,University
Ahn E.-Y.,University of Ulsan,University
Das H.,University of Ulsan,University
Hong S.-T.,University of Ulsan,University
Han K.-S.,Automotive Parts Innovation Center,Company
Miles M.,Brigham Young University,University
Lee K.-J.,Korea Institute of Industrial Technology,University
Park J.-W.,Seoul National University,University
Han H.N.,Seoul National University,University
Hepworth A.I.,Brigham Young University,University
Red E.,Brigham Young University,University
Pedersen A.,Brigham Young University,University
Tolman S.,Brigham Young University,University
Wilson J.P.,Brigham Young University,University
Bodily D.M.,Brigham Young University,University
Allen T.F.,Pneubotics,Company
Swift G.,LLC,Company
Wong R.,Cisco System Inc.,Company
Swift G.M.,Swift Engineering and Radiation Services,Company
Stone S.E.,Lockheed-Martin Space Systems,Company
Garcia S.E.,Slabs Ciudad Autónoma de Buenos Aires,Company
Wray K.W.,Boeing Satellite Systems,Company
Rowe W.J.,Raytheon Space and Airborne Systems,Company
Pfau K.H.,Raytheon Space and Airborne Systems,Company
Liu R.,Raytheon Space and Airborne Systems,Company
Holden J.,Raytheon Space and Airborne Systems,Company
Angeles A.,Raytheon Space and Airborne Systems,Company
Willits B.L.,Raytheon Space and Airborne Systems,Company
Robinson K.P.,Boeing Satellite Systems,Company
Jafek A.,Brigham Young University,University
Bodily P.M.,Brigham Young University,University
Jacobsen A.J.,Brigham Young University,University
Snell Q.,Brigham Young University,University
Barrett L.K.,Brigham Young University,University
Fan J.,Brigham Young University,University
Laughlin K.,Brigham Young University,University
Danforth E.M.,GH Phipps Construction Companies,Company
Suvorov A.,Brigham Young University,University
Crandall K.A.,Computational Biology Institute,University
Bybee S.M.,Brigham Young University,University
Lyman C.,Brigham Young University,University
Bodily P.,Brigham Young University,University
Crandall K.,Computational Biology Institute,University
Bybee S.,Brigham Young University,University
Hurst W.,Brigham Young University,University
Parkinson A.R.,Brigham Young University,University
Patrick B.,Brigham Young University,University
Helps R.G.,Brigham Young University,University
Sutton M.,Brigham Young University,University
Hasler E.,Brigham Young University,University
Williams J.L.,Brigham Young University,University
Irvin J.J.,Brigham Young University,University
Hirt J.R.,Brigham Young University,University
Ziegenfuss D.H.,University of Utah,University
Roberts M.W.,Southern Utah University,University
Fuentes D.S.,Brigham Young University,University
Claussen S.,Colorado School of Mines,Company
Martínez A.,Pontificia Universidad Católica de Chile,University
Hube M.A.,Pontificia Universidad Católica de Chile and National Research Center for Integrated Natural Disaster Management CONICYT/FONDAP/15110017,University
Hammond A.,Brigham Young University,University
Staves D.R.,Brigham Young University,University
Red W.E.,Brigham Young University,University
Zhang W.,Brigham Young University,University
Renouard J.,WHOlives.org,Company
Wang N.,Pacific Northwest National Laboratory,Company
Makhmalbaf A.,Pacific Northwest National Laboratory,Company
Srivastava V.,Pacific Northwest National Laboratory,Company
Hathaway J.E.,Brigham Young University–Idaho,University
Lorenzo G.,Universidade da Coruña,University
Tew K.,Brigham Young University,University
Gomez H.,Purdue University,University
Upadyay P.,Pacific Northwest National Laboratory,Company
Kleinbaum S.,Vehicle Technologies,Company
Boettcher E.,Honda Research & Development Americas Inc.,Company
Ruokolainen R.,Fiat Chrysler Automobiles,Company
Lee M.-G.,Korea University,University
Hammon S.,Brigham Young University,University
Zacheu G.,Brigham Young University,University
Du K.,University of California at Berkeley,University
