Paper,Reviewers
10.1038/s41587-019-0399-1/S,57210982957;7402658393;57195515828
10.1016/j.msea.2019.138704/O,56489679500;57192981384;36106810300
10.1016/j.msea.2019.138704/P,57201980753;7102900497;35790633100
10.1016/j.msea.2019.138704/S,7005666650;6603288835;6602577617
10.1016/j.jclepro.2019.118703/O,57194391871;55249877500;57200860487
10.1016/j.jclepro.2019.118703/P,56741048000;7004479819;7003381644
10.1016/j.jclepro.2019.118703/S,24336460200;7403558004;57211282935
10.1049/el.2019.2591/O,7004403207;57208246750;7006120837
10.1049/el.2019.2591/P,7202713087;55557218000;57203024588
10.1049/el.2019.2591/S,7103395611;57205762391;57089497400
10.1080/09205063.2019.1669126/O,57192893058;57218102993;57202116348
10.1080/09205063.2019.1669126/P,7402407628;57210161259;57201257192
10.1080/09205063.2019.1669126/S,55916540700;24385613600;57202152216
10.1177/0021998320959820/O,24504209800;57204551844;55639502500
10.1177/0021998320959820/P,57218591162;57207841000;57193749678
10.1177/0021998320959820/S,57218591162;57207841443;55639502500
10.1109/MCSE.2020.3012099/O,57214032187;35368447500;57215607275
10.1109/MCSE.2020.3012099/P,57206834042;25639041400;10141271600
10.1109/MCSE.2020.3012099/S,56689651300;57203191415;57205881788
10.1007/978-3-030-51194-4_40/O,55927295500;56185388600;57211282935
10.1007/978-3-030-51194-4_40/P,57197791798;7408416878;57195579636
10.1007/978-3-030-51194-4_40/S,55778257800;57207841443;55931847400
10.1007/978-3-030-52246-9_44/O,57218202833;57202743127;57209640119
10.1007/978-3-030-52246-9_44/P,8448666000;57204029674;57218886193
10.1007/978-3-030-52246-9_44/S,56830076500;57210260262;55078951500
10.1088/1361-6439/ab4cc9/O,57212136375;16422844400;56584019300
10.1088/1361-6439/ab4cc9/P,57193749678;57218202833;57193834529
10.1088/1361-6439/ab4cc9/S,57192070840;7402756644;57202116348
10.1109/RAMS48030.2020.9153662/O,7003302831;37098602100;15044701600
10.1109/RAMS48030.2020.9153662/P,36082483100;6506328689;15766049500
10.1109/RAMS48030.2020.9153662/S,7004495126;6701746882;6701695863
10.1177/0278364920911960/O,57192067288;56790117900;55613237293
10.1177/0278364920911960/P,16178649400;57111140800;57218202833
10.1177/0278364920911960/S,57192710054;56798055200;6507391043
10.14733/cadaps.2020.1020-1033/O,57212351059;55948963100;56976354400
10.14733/cadaps.2020.1020-1033/P,55161739600;57209655847;57212351059
10.14733/cadaps.2020.1020-1033/S,57187178400;57200371154;57197791798
10.1016/j.ndteint.2019.102177/O,57202860730;7004435321;57218202833
10.1016/j.ndteint.2019.102177/P,57202852104;7004904337;57214855898
10.1016/j.ndteint.2019.102177/S,7403218372;23134948300;57212147414
10.2514/1.J058778/O,57191155872;7005513246;57198146081
10.2514/1.J058778/P,7201741468;7004904337;55212512700
10.2514/1.J058778/S,57211516485;57188764210;57218202833
10.1177/0361198120915470/O,57211254337;8372868700;57204029674
10.1177/0361198120915470/P,56830076500;7005523706;57210287166
10.1177/0361198120915470/S,57211516485;7006542177;57203981655
10.1007/978-3-030-52249-0_18/O,55557218000;57203731804;57218202833
10.1007/978-3-030-52249-0_18/P,56102505100;7403558004;57202322450
10.1007/978-3-030-52249-0_18/S,7005513246;7102523474;56102505100
10.1007/s40870-020-00254-8/O,23099630500;7801530241;8715877100
10.1007/s40870-020-00254-8/P,16308483700;57191620725;36106810300
10.1007/s40870-020-00254-8/S,57206968876;57202735625;36149254500
10.2514/1.I010766/O,57203942414;57209881955;57193322440
10.2514/1.I010766/P,57208598187;57209165874;55649569259
10.2514/1.I010766/S,56818839700;7202083837;16313800700
10.1109/TNS.2019.2956473/O,57208709846;37098602100;57200117690
10.1109/TNS.2019.2956473/P,57197733505;37098602100;7004904337
10.1109/TNS.2019.2956473/S,57200699937;55627591500;57204968964
10.1109/TNS.2019.2955006/O,57003496300;57193927413;57189235340
10.1109/TNS.2019.2955006/P,57217041570;7005636820;7006799143
10.1109/TNS.2019.2955006/S,57204968964;7004904337;57170532300
10.1016/j.ndteint.2019.102181/O,6603460787;7004904337;57212136375
10.1016/j.ndteint.2019.102181/P,36149254500;57205263313;57210923446
10.1016/j.ndteint.2019.102181/S,56968013300;36953700600;56681156600
10.1016/j.mechmachtheory.2019.103618/O,57188764210;55916540700;56702333100
10.1016/j.mechmachtheory.2019.103618/P,57190849274;57189218211;7003387464
10.1016/j.mechmachtheory.2019.103618/S,6507359986;57192710054;56747755300
10.1016/j.isatra.2020.05.035/O,57188691775;56442655200;56642521500
10.1016/j.isatra.2020.05.035/P,57201360985;56941526100;57111140800
10.1016/j.isatra.2020.05.035/S,7005786977;35368447500;7102879142
10.2514/1J059112/O,57188658434;24923036100;12646372900
10.2514/1J059112/P,7202538835;57217041570;7003663333
10.2514/1J059112/S,56245452300;15766049500;57211158470
10.1177/0361198120915466/O,57216751001;57217871738;57216748895
10.1177/0361198120915466/P,7402422734;57216748895;55736845400
10.1177/0361198120915466/S,57217283178;7005357023;6701646284
10.1109/LAWP.2019.2956219/O,6506311950;6701834327;57218202833
10.1109/LAWP.2019.2956219/P,57196261400;7406552522;57214229367
10.1109/LAWP.2019.2956219/S,35186389400;57195995765;56680505500
10.1017/jfm.2020.718/O,56453304300;55457444300;57190384916
10.1017/jfm.2020.718/P,7005253700;57218685929;57201257192
10.1017/jfm.2020.718/S,57214365851;7004834766;56875349800
10.2514/1.I010802/O,57204032253;7005513246;7004904337
10.2514/1.I010802/P,57218202833;35597296700;57206968876
10.2514/1.I010802/S,57204031131;56798055200;55660173800
10.1109/ACCESS.2020.2993618/O,57201759181;10639679200;57081918700
10.1109/ACCESS.2020.2993618/P,7401764127;57201864184;55301279200
10.1109/ACCESS.2020.2993618/S,8691490200;6603383055;55979578600
10.1109/TNS.2019.2959975/O,57208709846;57191923986;57208707585
10.1109/TNS.2019.2959975/P,57191918589;55967471000;7801609389
10.1109/TNS.2019.2959975/S,57193683516;6508147112;6701720294
10.1007/978-3-030-12243-0_2/O,55919211300;57189235340;7402258065
10.1007/978-3-030-12243-0_2/P,7003927879;56830076500;57209824884
10.1007/978-3-030-12243-0_2/S,57198519795;57189235340;56532087700
10.1007/978-3-030-47721-9_5/O,57205293533;7005883030;55252859600
10.1007/978-3-030-47721-9_5/P,56256103500;23569552400;56710953300
10.1007/978-3-030-47721-9_5/S,56830076500;51461952600;55693760600
10.1109/TCSI.2020.3007827/O,23091904000;57217041570;57190371042
10.1109/TCSI.2020.3007827/P,57200117690;56781290700;7409253428
10.1109/TCSI.2020.3007827/S,7406552522;7102975249;8421746800
10.1117/12.2552585/O,56913378600;35790633100;57212379321
10.1117/12.2552585/P,57194053456;35790633100;57202045558
10.1117/12.2552585/S,57194053456;7007046711;57190605478
10.1016/j.ndteint.2019.102180/O,57193720916;24401574900;7004495126
10.1016/j.ndteint.2019.102180/P,57214589312;24295291100;56681156600
10.1016/j.ndteint.2019.102180/S,57205270902;57215007775;36126203400
10.1061/9780784482810.020/O,57204031131;7103392045;57208012227
10.1061/9780784482810.020/P,6505761847;57210292389;57202577089
10.1061/9780784482810.020/S,57202572948;57216748895;57207993531
10.1002/joom.1015/O,57194141209;57201742316;7403558004
10.1002/joom.1015/P,6701720294;7004904337;57205767010
10.1002/joom.1015/S,56854811600;57211281996;57204031131
10.1109/MAES.2019.2959104/O,7004904337;57214076898;6701720294
10.1109/MAES.2019.2959104/P,57214076898;57218202833;7006441571
10.1109/MAES.2019.2959104/S,7005513246;7006441571;6701720294
10.1016/j.synbio.2019.11.003/O,56260937200;57208845618;55456759700
10.1016/j.synbio.2019.11.003/P,8208317300;7005253700;57203942414
10.1016/j.synbio.2019.11.003/S,57218591162;35236338800;57194205673
10.1016/j.mechmachtheory.2019.103584/O,57208255032;57201367093;57209881955
10.1016/j.mechmachtheory.2019.103584/P,57209881955;57212415946;57204031131
10.1016/j.mechmachtheory.2019.103584/S,57194636792;7005408810;56330970800
10.1115/1.4043770/O,56830076500;57198431633;7005513246
10.1115/1.4043770/P,54911216200;57198443855;7005513246
10.1115/1.4043770/S,57193265581;7005513246;14822519000
10.3397/1/376742/O,57206834042;57218481091;57216287324
10.3397/1/376742/P,8357777200;57196261400;57205285411
10.3397/1/376742/S,7003292762;8357777200;57214229367
10.1109/ICMLA.2019.00157/O,57208184650;7005513246;36245410800
10.1109/ICMLA.2019.00157/P,57191110417;12544690900;57191862517
10.1109/ICMLA.2019.00157/S,57210928665;7004904337;23091904000
10.1177/0021998319858024/O,56781290700;57203992542;53984647600
10.1177/0021998319858024/P,57209538650;53878508900;57202045558
10.1177/0021998319858024/S,55694540600;57214010282;8715877100
10.1016/j.cma.2019.112591/O,6602423274;57215607275;35269204800
10.1016/j.cma.2019.112591/P,57192156100;7006815587;55487415500
10.1016/j.cma.2019.112591/S,57215613881;57192959498;57200534297
10.1109/GLOBECOM38437.2019.9013808/O,57208225620;57209824884;57215609504
10.1109/GLOBECOM38437.2019.9013808/P,56492379200;57218593962;24779209500
10.1109/GLOBECOM38437.2019.9013808/S,57200118993;57200699937;57210287346
10.1038/s41524-019-0189-9/O,57214855898;57194859276;6603410853
10.1038/s41524-019-0189-9/P,57207112163;7004300863;57198519795
10.1038/s41524-019-0189-9/S,57203179434;55849071700;56824897200
10.1145/3359427.3361920/O,7005513246;56424241200;7006542177
10.1145/3359427.3361920/P,57210912098;19638969800;57210260262
10.1145/3359427.3361920/S,57216486642;46961076700;57206968876
10.1109/TAP.2019.2925177/O,55912340300;7005345401;8715877100
10.1109/TAP.2019.2925177/P,57214559823;57211254337;57191620725
10.1109/TAP.2019.2925177/S,57199050938;9277159100;57215811083
10.1111/ina.12600/O,57205502574;57212089454;57214523209
10.1111/ina.12600/P,57193429691;57208584595;57193911152
10.1111/ina.12600/S,56266132600;57205515588;57193433048
10.1016/j.ijheatmasstransfer.2019.118441/O,36137344800;7202812767;57218591162
10.1016/j.ijheatmasstransfer.2019.118441/P,57210911049;7006542177;56830076500
10.1016/j.ijheatmasstransfer.2019.118441/S,57193749678;35562442700;56692412900
10.1109/MILCOM47813.2019.9020989/O,57216748895;7201741468;57205292526
10.1109/MILCOM47813.2019.9020989/P,57204695450;56976354400;57204032253
10.1109/MILCOM47813.2019.9020989/S,57204032253;24465414600;57209889565
10.1109/MSEC.2019.2933683/O,57208784903;56102505100;57210928665
10.1109/MSEC.2019.2933683/P,57203245208;57191620725;7101816438
10.1109/MSEC.2019.2933683/S,6602572190;57208784903;57197730899
10.1109/TAC.2019.2908523/O,57210292389;55279219900;57210287166
10.1109/TAC.2019.2908523/P,7005636820;57218886193;57218886153
10.1109/TAC.2019.2908523/S,57217245563;7005513246;20735824800
10.1016/j.image.2019.08.013/O,8372868700;57214076898;7406665619
10.1016/j.image.2019.08.013/P,57190189579;55946345200;55727966500
10.1016/j.image.2019.08.013/S,57190189579;7005513246;57211516485
10.1088/1361-665X/ab49df/O,57208255032;57217789464;57209889565
10.1088/1361-665X/ab49df/P,34873697600;57190858572;57189623841
10.1088/1361-665X/ab49df/S,57211443769;56584019300;57214855898
10.1080/02286203.2018.1558736/O,8715877100;57189445479;14059209700
10.1080/02286203.2018.1558736/P,57200687939;57199050938;57193226888
10.1080/02286203.2018.1558736/S,7006542177;12142543700;57215598228
10.1109/SMC.2019.8914592/O,57189219942;56830076500;18535712500
10.1109/SMC.2019.8914592/P,57210289242;57204762755;57189219942
10.1109/SMC.2019.8914592/S,57204031131;57201722090;24465525600
10.1109/SMC.2019.8914520/O,55727966500;57197710678;57203298908
10.1109/SMC.2019.8914520/P,57189227384;19639917400;57188681207
10.1109/SMC.2019.8914520/S,7006542177;57195343816;55849071700
10.23919/FMCAD.2019.8894270/O,57204964732;57193360481;15831070600
10.23919/FMCAD.2019.8894270/P,57205761514;6701777223;57217866402
10.23919/FMCAD.2019.8894270/S,57205763350;57192964074;57202192401
10.1061/(ASCE)CO.1943-7862.0001704/O,6602335448;55171433700;50262207100
10.1061/(ASCE)CO.1943-7862.0001704/P,57212351859;57189219942;57196465311
10.1061/(ASCE)CO.1943-7862.0001704/S,57200860487;57217723923;57189227384
10.1109/TAES.2018.2890350/O,24465414600;57214580514;56196521900
10.1109/TAES.2018.2890350/P,57210287166;57215811083;7402967162
10.1109/TAES.2018.2890350/S,7005513246;57126390100;57211254337
10.1109/NAPS46351.2019.8999986/O,10639679200;57190404271;35228854600
10.1109/NAPS46351.2019.8999986/P,57202194800;57202326782;57205556489
10.1109/NAPS46351.2019.8999986/S,8717447000;55449746800;54899597300
10.1109/NAPS46351.2019.9000378/O,57081918700;55457444300;55911870000
10.1109/NAPS46351.2019.9000378/P,57210260262;36987999600;57217564448
10.1109/NAPS46351.2019.9000378/S,57210288045;55353164900;56703039000
10.1016/j.mechmachtheory.2019.05.023/O,57215031057;7202539045;57209889565
10.1016/j.mechmachtheory.2019.05.023/P,57198146081;7202539045;8922674200
10.1016/j.mechmachtheory.2019.05.023/S,7003678761;57208255032;7005513246
10.1016/j.soildyn.2019.105708/O,23569552400;55458271500;24081598300
10.1016/j.soildyn.2019.105708/P,8715877100;57197791798;8660143800
10.1016/j.soildyn.2019.105708/S,57211158470;57189491950;57199050938
10.1088/1361-6439/ab3fd2/O,16041305200;57218593446;56045493000
10.1088/1361-6439/ab3fd2/P,57191155872;7004904337;57195970826
10.1088/1361-6439/ab3fd2/S,57214076898;56701619800;57203028829
10.1088/2058-8585/ab38e9/O,57195427378;7005513246;57214365851
10.1088/2058-8585/ab38e9/P,57196275913;57195970826;57205652801
10.1088/2058-8585/ab38e9/S,16041305200;57205128747;6508306234
10.1145/3307339.3342188/O,56260937200;57204475222;8691490200
10.1145/3307339.3342188/P,57217581770;6507358470;36044041500
10.1145/3307339.3342188/S,35228854600;7003292762;6602958570
10.1109/IRMMW-THz.2019.8874439/O,57188654880;6602649851;57218202833
10.1109/IRMMW-THz.2019.8874439/P,7004904337;7005513246;57188654880
10.1109/IRMMW-THz.2019.8874439/S,7005513246;57191822951;56830076500
10.1109/IRMMW-THz.2019.8874285/O,36245410800;56767836200;57191110417
10.1109/IRMMW-THz.2019.8874285/P,7006542177;55849071700;57197791798
10.1109/IRMMW-THz.2019.8874285/S,56622088300;57188173800;57188681207
10.1016/j.ijheatmasstransfer.2019.05.113/O,7005371369;7003388995;57203142381
10.1016/j.ijheatmasstransfer.2019.05.113/P,7004904337;6603114735;56425409300
10.1016/j.ijheatmasstransfer.2019.05.113/S,56024800300;55475654800;57200685059
10.1117/1.OE.58.9.093105/O,24780432200;9277159100;7004904337
10.1117/1.OE.58.9.093105/P,35368447500;57211516485;7801636116
10.1117/1.OE.58.9.093105/S,7801530241;55797091700;35316779800
10.1109/IPCon.2019.8908404/O,24779209500;57201484423;57211435896
10.1109/IPCon.2019.8908404/P,57215613881;57202735625;57193755486
10.1109/IPCon.2019.8908404/S,57218883196;7406552522;7006111578
10.1109/IPCon.2019.8908388/O,57202112010;57212184217;57216739000
10.1109/IPCon.2019.8908388/P,57215613881;55664291100;57190256209
10.1109/IPCon.2019.8908388/S,57195398251;57216739000;57196277369
10.1109/IPCon.2019.8908414/O,56221719300;56875349800;57203308821
10.1109/IPCon.2019.8908414/P,56709476900;7402407628;14822519000
10.1109/IPCon.2019.8908414/S,56260937200;55904183100;56492379200
10.1177/1555343419842776/O,56221719300;57210982957;36349287300
10.1177/1555343419842776/P,57218102993;35562442700;57188688103
10.1177/1555343419842776/S,57217654846;56164575400;57203922639
10.1109/LSSC.2019.2931440/O,57191862517;57207470751;57191110417
10.1109/LSSC.2019.2931440/P,57202320825;57195921912;57191862517
10.1109/LSSC.2019.2931440/S,34873697600;57195591421;57207901363
10.1109/ETFA.2019.8869247/O,56740595400;57187178400;57212343330
10.1109/ETFA.2019.8869247/P,6603286802;54978625300;57193565771
10.1109/ETFA.2019.8869247/S,6602231941;8608718200;57204803477
10.1109/ESSCIRC.2019.8902621/O,36245410800;7005513246;7202316035
10.1109/ESSCIRC.2019.8902621/P,57218593962;53878508900;7102975249
10.1109/ESSCIRC.2019.8902621/S,56622088300;57202320825;57215534774
10.1109/JBHI.2018.2877595/O,57214937519;24382111400;56556056000
10.1109/JBHI.2018.2877595/P,57214855898;55449746800;57197800472
10.1109/JBHI.2018.2877595/S,8321530600;55877167500;57214855898
10.1364/AO.58.006504/O,57197795830;7402648240;56532087700
10.1364/AO.58.006504/P,7102879142;7005523706;57190189579
10.1364/AO.58.006504/S,57190228554;7401431037;16245460000
10.1016/j.snb.2019.05.026/O,7006111578;57198451372;56387524600
10.1016/j.snb.2019.05.026/P,56487893500;7005513246;14059027500
10.1016/j.snb.2019.05.026/S,16422844400;8329346700;7006111578
10.1016/j.micromeso.2019.04.005/O,55739722900;57194874146;12778890800
10.1016/j.micromeso.2019.04.005/P,57201257192;56226072000;57118455800
10.1016/j.micromeso.2019.04.005/S,35547089300;57205128747;57215058041
10.1115/1.4043442/O,8397084400;7005976828;57202367046
10.1115/1.4043442/P,57195286623;57203308821;57193015007
10.1115/1.4043442/S,15848771600;6507391043;7004277402
10.1109/TIFS.2019.2892010/O,57202855772;56248593800;57215613881
10.1109/TIFS.2019.2892010/P,57210920448;14059209700;57203372448
10.1109/TIFS.2019.2892010/S,57202910818;57211987837;57215811083
10.1016/j.matdes.2019.107795/O,23091904000;57201634652;6506484066
10.1016/j.matdes.2019.107795/P,57193720916;57201465968;7003545107
10.1016/j.matdes.2019.107795/S,57211282830;57215609504;7004307869
10.1016/j.compstruct.2019.04.025/O,6701863708;38662818500;35790633100
10.1016/j.compstruct.2019.04.025/P,23006267900;6701720294;7005666650
10.1016/j.compstruct.2019.04.025/S,56453304300;35790633100;56489679500
10.1080/08982112.2018.1557205/O,57214076898;7006441571;57201947722
10.1080/08982112.2018.1557205/P,7006441571;56490084100;56126031600
10.1080/08982112.2018.1557205/S,9277159100;6508306234;56126031600
10.1007/s00163-018-00304-2/O,8421746800;56703308500;6506942267
10.1007/s00163-018-00304-2/P,57202776341;57204903122;57204031131
10.1007/s00163-018-00304-2/S,57202776341;7102879142;55161739600
10.1109/REDW.2019.8906534/O,19638969800;7005513246;25639041400
10.1109/REDW.2019.8906534/P,57191923986;6508147112;7005513246
10.1109/REDW.2019.8906534/S,6508147112;55547123342;57205270902
10.1109/SpaceComp.2019.00008/O,57205650285;54978625300;57204964732
10.1109/SpaceComp.2019.00008/P,57208702517;24401574900;57191923986
10.1109/SpaceComp.2019.00008/S,57215598228;24295291100;57204964732
10.1109/ProComm.2019.00022/O,55249877500;7402004420;57200860487
10.1109/ProComm.2019.00022/P,7005513246;57200860487;6602231941
10.1109/ProComm.2019.00022/S,7101816438;7004904337;56810920600
10.1061/(ASCE)ST.1943-541X.0002333/O,57215031057;7403218372;16548784600
10.1061/(ASCE)ST.1943-541X.0002333/P,57191362366;8715877100;35236338800
10.1061/(ASCE)ST.1943-541X.0002333/S,57215031057;57197795830;12445208100
10.1016/j.matchar.2019.04.033/O,7006441571;57218593962;57194047397
10.1016/j.matchar.2019.04.033/P,57195591421;57191587072;57216811262
10.1016/j.matchar.2019.04.033/S,57216287696;56260937200;57081918700
10.1109/TGRS.2018.2889427/O,7003545107;7102879142;55694540600
10.1109/TGRS.2018.2889427/P,57007514800;57031532600;57211105311
10.1109/TGRS.2018.2889427/S,57197797367;7005523706;57089497400
10.1115/1.4043285/O,57211443769;7401431037;57209881955
10.1115/1.4043285/P,56012631600;8705255200;56584019300
10.1115/1.4043285/S,57199050938;57192710054;8705255200
10.1016/j.ijheatmasstransfer.2019.03.103/O,35088650000;8448666000;57190371042
10.1016/j.ijheatmasstransfer.2019.03.103/P,56487893500;57214451592;57203221999
10.1016/j.ijheatmasstransfer.2019.03.103/S,56024800300;57217581937;57089497400
10.1364/OSAC.2.001964/O,57218270296;12142543700;53866135200
10.1364/OSAC.2.001964/P,7003292762;55557218000;6701610428
10.1364/OSAC.2.001964/S,57193226888;57190404271;57207112163
10.1007/s11661-019-05223-y/O,57212110613;35209941000;57003496300
10.1007/s11661-019-05223-y/P,57195591421;23983490300;57194047820
10.1007/s11661-019-05223-y/S,57195921912;57217317667;36245410800
10.1016/j.cma.2019.03.035/O,57201257192;57212415946;36668159600
10.1016/j.cma.2019.03.035/P,57217317667;56196521900;57218105310
10.1016/j.cma.2019.03.035/S,7403279876;57208682307;56724258600
10.1016/j.commatsci.2019.04.007/O,56911636200;57200730892;55413647400
10.1016/j.commatsci.2019.04.007/P,57195574701;7102523474;57205257595
10.1016/j.commatsci.2019.04.007/S,57201666213;57204031131;57208255032
10.3390/s19122703/O,6602305778;35088650000;35338971800
10.3390/s19122703/P,57202152391;53878508900;57188833818
10.3390/s19122703/S,57210911049;57203028829;57202579348
10.1115/1.2019-JUN5/O,57210911049;7005513246;57209640119
10.1115/1.2019-JUN5/P,35597296700;57216747100;57201864184
10.1115/1.2019-JUN5/S,57209655847;6701876192;56818839700
10.1142/S0219519419500246/O,57201257192;39861044100;57203269936
10.1142/S0219519419500246/P,57195591421;35316779800;55649569259
10.1142/S0219519419500246/S,50262207100;55213245300;36708895400
10.1109/ICUAS.2019.8798325/O,56463982900;57210916608;8410729500
10.1109/ICUAS.2019.8798325/P,57191156976;24923036100;57209538650
10.1109/ICUAS.2019.8798325/S,57218685929;57210920448;55078951500
10.1109/ICUAS.2019.8798252/O,57203661089;7003498769;16178649400
10.1109/ICUAS.2019.8798252/P,55649569259;57193895552;57204570329
10.1109/ICUAS.2019.8798252/S,57195995765;35088650000;36149254500
10.1109/ICUAS.2019.8798359/O,55860312700;53878508900;57189292901
10.1109/ICUAS.2019.8798359/P,57193807582;57203660684;57194008450
10.1109/ICUAS.2019.8798359/S,36668159600;57190404271;57218202833
10.1109/ICUAS.2019.8798020/O,34168247900;36176552000;57204031131
10.1109/ICUAS.2019.8798020/P,57197795830;7406665619;57204570329
10.1109/ICUAS.2019.8798020/S,57190247942;57210919648;56330168500
10.1109/TGRS.2018.2884128/O,57218202833;57194034271;35597296700
10.1109/TGRS.2018.2884128/P,7005709969;7004904337;57203298908
10.1109/TGRS.2018.2884128/S,7004904337;57194787481;56941526100
10.1109/TGRS.2018.2882136/O,6506736843;57118455800;8660143800
10.1109/TGRS.2018.2882136/P,57218593962;7202812767;55247719300
10.1109/TGRS.2018.2882136/S,57210161259;24492691800;57205198823
10.1109/EuroSPW.2019.00020/O,7202049689;56830076500;7006410098
10.1109/EuroSPW.2019.00020/P,57204596520;55141781300;57193574682
10.1109/EuroSPW.2019.00020/S,8421746800;55649569259;57205767010
10.1109/ICUAS.2019.8797743/O,36668159600;56824897200;57194008450
10.1109/ICUAS.2019.8797743/P,7006542177;57195600276;56798055200
10.1109/ICUAS.2019.8797743/S,7004904337;8372868700;55946345200
10.1109/TPC.2019.2893464/O,7402004420;7102443026;7005513246
10.1109/TPC.2019.2893464/P,57218481091;57204761536;55249877500
10.1109/TPC.2019.2893464/S,57204903122;57211282830;56662711400
10.1016/j.cma.2019.03.005/O,57201759181;57193749678;55916540700
10.1016/j.cma.2019.03.005/P,7202538835;18535712500;56913378600
10.1016/j.cma.2019.03.005/S,57194636792;57216747100;35790633100
10.1007/s11081-018-09419-w/O,56556056000;55649569259;57204029674
10.1007/s11081-018-09419-w/P,57219330558;56556056000;55788214400
10.1007/s11081-018-09419-w/S,57188654880;57189026693;55220932600
10.1109/PTC.2019.8810557/O,57201199846;24780432200;57197749025
10.1109/PTC.2019.8810557/P,7101973402;57218761022;57196465311
10.1109/PTC.2019.8810557/S,7403558004;57217245563;6507391043
10.1016/j.ijplas.2018.03.012/O,36245410800;57205257595;8641604600
10.1016/j.ijplas.2018.03.012/P,57201465968;57211158470;57203180153
10.1016/j.ijplas.2018.03.012/S,57201357657;57202445593;56767836200
10.1016/j.soildyn.2019.02.028/O,57198333909;16245460000;36137344800
10.1016/j.soildyn.2019.02.028/P,36503632200;57212088299;36125615300
10.1016/j.soildyn.2019.02.028/S,57204677555;6505761847;7202035366
10.1109/TCPMT.2019.2910791/O,7410190129;55812232700;57215687139
10.1109/TCPMT.2019.2910791/P,57195286623;57214589312;16422844400
10.1109/TCPMT.2019.2910791/S,36126203400;7403218372;57215007775
10.1016/j.compositesa.2019.03.006/O,7102975249;57201772566;7005636820
10.1016/j.compositesa.2019.03.006/P,7402786794;57188691775;57215598228
10.1016/j.compositesa.2019.03.006/S,55326143600;56985459400;57201772566
10.1109/ICC.2019.8761418/O,7003292762;57214076898;13405030000
10.1109/ICC.2019.8761418/P,55422614200;7005513246;55279219900
10.1109/ICC.2019.8761418/S,14059209700;35790633100;6603288835
10.1016/j.destud.2019.02.001/O,57207365951;57189243866;57192710054
10.1016/j.destud.2019.02.001/P,57189243866;7004300863;57212136375
10.1016/j.destud.2019.02.001/S,57212136375;35209941000;57212147414
10.1016/j.joca.2018.12.026/O,56425409300;57192307368;57215598228
10.1016/j.joca.2018.12.026/P,57205512220;57190252027;57211987837
10.1016/j.joca.2018.12.026/S,14059209700;7410190129;57197795830
10.1007/s11042-018-6695-9/O,57209978209;57193230951;57201634652
10.1007/s11042-018-6695-9/P,57205645397;57198146081;57211158470
10.1007/s11042-018-6695-9/S,57208341600;57207108623;57215598228
10.1016/j.precisioneng.2019.04.004/O,57211435896;57203922639;57216181629
10.1016/j.precisioneng.2019.04.004/P,35562442700;57197791798;57199050938
10.1016/j.precisioneng.2019.04.004/S,55849071700;57208524360;57203978933
10.1109/ICC.2019.8761586/O,57211158470;55649569259;35790633100
10.1109/ICC.2019.8761586/P,7402967162;12142543700;57211254337
10.1109/ICC.2019.8761586/S,57210290270;57126390100;57198146081
10.1109/ICC.2019.8761595/O,46062451500;57218202833;7101973402
10.1109/ICC.2019.8761595/P,57202321033;14059209700;57215811083
10.1109/ICC.2019.8761595/S,57211205845;9277159100;6507447149
10.1016/j.mri.2019.01.001/O,57214855898;57215687139;7102503611
10.1016/j.mri.2019.01.001/P,7202687601;7003387464;57197800472
10.1016/j.mri.2019.01.001/S,56584019300;57218593962;57190258899
10.1016/j.commatsci.2019.01.041/O,57194158491;57199050938;56709287700
10.1016/j.commatsci.2019.01.041/P,6701863708;56714263700;56677251600
10.1016/j.commatsci.2019.01.041/S,55359526600;57216183270;16422844400
10.1016/j.commatsci.2018.10.043/O,57197737083;56371366400;57195591421
10.1016/j.commatsci.2018.10.043/P,57202818911;56371366400;57218202833
10.1016/j.commatsci.2018.10.043/S,35078644900;36245410800;13605498800
10.1039/c9ay00192a/O,24402340500;35562442700;55849071700
10.1039/c9ay00192a/P,36668159600;13405030000;57206968876
10.1039/c9ay00192a/S,6505524737;55904183100;57215280005
10.1115/1.4042427/O,55806548500;6603042352;24758929200
10.1115/1.4042427/P,56677251600;6603615600;7004307869
10.1115/1.4042427/S,56985459400;8608718200;36668159600
10.1145/3313761/O,7101816438;57197730899;6602231941
10.1145/3313761/P,7005513246;57197730899;57218202833
10.1145/3313761/S,57197730899;7005513246;7004904337
10.2514/1.D0119/O,6602305778;35186389400;57195720669
10.2514/1.D0119/P,7005513246;57191156976;57214009254
10.2514/1.D0119/S,7004435321;57194008450;56824897200
10.1109/TAES.2018.2864807/O,57210286057;57126129700;26644144000
10.1109/TAES.2018.2864807/P,16548784600;57214229367;57193927413
10.1109/TAES.2018.2864807/S,57215811083;7003381644;6701777223
10.1016/j.joca.2018.12.016/O,57213874106;8750608700;7005654753
10.1016/j.joca.2018.12.016/P,57218593962;7005636820;56709364700
10.1016/j.joca.2018.12.016/S,57211158470;56514586700;57214076898
10.1115/1.4042785/O,56036628100;57204547933;57211422454
10.1115/1.4042785/P,57200118993;12778890800;57215653879
10.1115/1.4042785/S,57208015244;57215684781;57212151348
10.1016/j.jmst.2018.10.021/O,26642910500;7005486887;53878508900
10.1016/j.jmst.2018.10.021/P,57212088299;57189375802;56890178400
10.1016/j.jmst.2018.10.021/S,57195591421;57211282935;57193533805
