Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Allen J.T., DeFigueiredo B.P., Magleby S.P.","57189243866;56330970800;6701720294;","Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds",2017,"Proceedings of the ASME Design Engineering Technical Conference","5B-2017",,,"","",,,"10.1115/DETC2017-68370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034842639&doi=10.1115%2fDETC2017-68370&partnerID=40&md5=f603f162e356b7f145ff9d172dbdaceb","Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Honors Program, Brigham Young University, Provo, UT  84602, United States","Allen, J.T., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; DeFigueiredo, B.P., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Magleby, S.P., Honors Program, Brigham Young University, Provo, UT  84602, United States","As mechanisms with origami-like movement increase in popularity, there is a need for conducting electrical power across folds. This need could potentially be filled by the use of surrogate folds. Surrogate folds are a localized reduction in stiffness in a given direction allowing the material to function like a fold. Current methods for conducting across folds are reviewed along with current opportunities. A framework for designing conductive surrogate folds that can be adapted to fit specific applications is presented. Equations for calculating the resistance in single surrogate folds as well as arrays are given. Prototypes of several conductive joints are presented and discussed. The framework is then followed in the designing and manufacturing of a conductive origami-inspired mechanism. Copyright © 2017 ASME.",,"Design; Electrical power; Power transfers; Energy transfer",Conference Paper,"Final",,Scopus,2-s2.0-85034842639
"Yellowhorse A., Tolman K., Howell L.L.","56790117900;57190247942;57211516485;","Optimization of origami-based tubes for lightweight deployable structures",2017,"Proceedings of the ASME Design Engineering Technical Conference","5B-2017",,,"","",,3,"10.1115/DETC2017-67274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034808176&doi=10.1115%2fDETC2017-67274&partnerID=40&md5=db6d271ff852442bd603afc2b2a5b7a4","Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Yellowhorse, A., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Tolman, K., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Howell, L.L., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Tubular origami may provide both the needed deployment displacement and sufficient strength to be useful as deployable structures. This paper reviews origami tube-based deployable mechanisms and a structural optimization of FEA models is performed. Symmetric and non-symmetric 4-sided tubes are evaluated. Panel geometries and thicknesses are varied to produce rigidly foldable origami-tube-based mechanisms that are both strong and lightweight. The mechanical properties of these tubes over various deployment lengths are discussed. Three different configurations of this mechanism are compared and the advantages of each are discussed. Copyright © 2017 ASME.",,"Design; Structural optimization; Tubes (components); Deployable mechanisms; Deployable structure; FEA models; Lightweight deployable structures; Panel geometry; Structural design",Conference Paper,"Final",,Scopus,2-s2.0-85034808176
"Pack A.T., Mattson C.A.","57197773578;7004300863;","An assessment of village drill sustainability, with recommendations",2017,"Proceedings of the ASME Design Engineering Technical Conference","2B-2017",,,"","",,1,"10.1115/DETC201767581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034663591&doi=10.1115%2fDETC201767581&partnerID=40&md5=a7f7156efd8c338d1e31b3d3a37bd6d0","Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Pack, A.T., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Mattson, C.A., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Sustainability is commonly broken into three categories: Economic, environmental, and social. For products, there is a need for design tools that allow decision makers to handle the tradeoffs between each of these three pillars of sustainability. This paper simultaneously assesses all three pillars of sustainability for the Village Drill, a machine used to dig water wells in rural areas around the world. Using data and methods from Mattson et al. [1, 2] relationships are developed between the drill's design parameters and key sustainability issues. These relationships are used to evaluate the sustainability of the current drill design as well as any alternatives. One million random sets of drill parameters are generated and the resulting drill alternatives are evaluated. A three-dimensional design space for the sustainability of the drill is found and recommendations are given with potential for improvements in each pillar of sustainability. © 2017 ASME.",,"Computer aided design; Decision making; Design; Drills; Product design; Rural areas; Water wells; Decision makers; Design parameters; Design tool; Random set; Sustainability issues; Three categories; Three-dimensional designs; Sustainable development",Conference Paper,"Final",,Scopus,2-s2.0-85034663591
"Ottosson H., Hirschi E., Mattson C.A., Dahlin E.","57192943554;57197765649;7004300863;8421746800;","A simple starting point for designing for and/or assessing the social impact of products",2017,"Proceedings of the ASME Design Engineering Technical Conference","2B-2017",,,"","",,2,"10.1115/DETC201767586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034653872&doi=10.1115%2fDETC201767586&partnerID=40&md5=b5a74ed39d13aab9cb6de8c34a6625ab","Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Dept. of Sociology, Brigham Young University, Provo, UT  84602, United States","Ottosson, H., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Hirschi, E., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Mattson, C.A., Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Dahlin, E., Dept. of Sociology, Brigham Young University, Provo, UT  84602, United States","In this paper we present a starting point for designing for and/or assessing the social impact of engineered products. The starting point is a set of tables comprising products, their general functional characteristics, and the accompanying social impacts. We have constructed these tables by first extracting a set of social impact categories from the literature, then 65 products were qualitatively reviewed to find their social impact. The resulting product impact tables can be used at either the beginning of the product development process to decide what social impact to design for and discover product functions that lead to it, or later to qualitatively assess the social impact of a product being designed and/or to assess the impact of an existing product. © 2017 ASME.",,"Computer aided design; Design; Product design; Engineered products; Functional characteristics; Product development process; Product functions; Social impact; Economic and social effects",Conference Paper,"Final",,Scopus,2-s2.0-85034653872
"Sperry R., Adams B.","57195290099;7202518970;","Impact of computational mesh on CFD combustion predictions",2017,"Computing and Systems Technology Division 2017 - Core Programming Area at the 2017 AIChE Spring Meeting and 13th Global Congress on Process Safety",,,,"12","19",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026803213&partnerID=40&md5=e1568a361c66d0568633d9d2e0b9ca90","Department of Mechanical Engineering, Brigham Young University, United States","Sperry, R., Department of Mechanical Engineering, Brigham Young University, United States; Adams, B., Department of Mechanical Engineering, Brigham Young University, United States","This study has examined the impact of cell type and mesh refinement on predicted combustion results. Mesh refinement in regions of high velocity gradients was shown to be the most critical factor in achieving realistic simulation results. In Case 5 where mesh refinement was focused near the geometric shapes of the cooling tubes and burner tile, insufficient mesh refinement existed in the fuel-air mixing zones around and above the burner to accurately predict fuel jet penetration and fuel-air mixing, resulting in inaccurate predictions for flame shape and heat flux profiles at the cooling tubes. Differences in predicted incident flux, total heat transfer and flame shape between the highest levels of mesh refinement (~2 million cells) between the structured trimmed-cell mesh and the unstructured polyhedral mesh were minimal. At lower mesh levels of 1 million cells, there were slightly greater discrepancies between the structured trimmed-cell mesh and the unstructured polyhedral mesh, particularly with respect to the flame shape and upper furnace flux profile predicted in Case 3. Interestingly, the differences in thermal efficiency and total heat transfer were greater between Case 2 and Case 1 (2 million versus 1 million cells) than between Case 2 and Case 5 (2 million versus 1 million cells with poor refinement). This trend was also observed with Case 4 and Case 3. This suggests both cell count and local mesh refinement are important to achieving accurate combustion predictions, but that there is minimal difference between the results with differing mesh types as long as the cell count and refinement are sufficient to represent the expected jet mixing behavior. These results also suggest that while the flame shape does impact the boundary flux profile as expected, the impact on thermal efficiency may be less well correlated. Thus, total heat transfer results should not be used to assess flame shape behavior; boundary flux profiles provided better correlation to flame shape.",,"Cells; Combustion; Cytology; Efficiency; Enthalpy; Fighter aircraft; Forecasting; Fuel burners; Fuels; Heat flux; Heat transfer; Mixing; Computational mesh; Critical factors; High velocity gradients; Local mesh refinement; Mesh refinement; Polyhedral meshes; Realistic simulation; Thermal efficiency; Mesh generation",Conference Paper,"Final",,Scopus,2-s2.0-85026803213
"Searle M., Maynes D., Crockett J.","57193749678;6701863708;55457444300;","Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip",2017,"International Journal of Heat and Mass Transfer","110",,,"680","691",,5,"10.1016/j.ijheatmasstransfer.2017.03.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016307195&doi=10.1016%2fj.ijheatmasstransfer.2017.03.044&partnerID=40&md5=9291b0d8e8d255702213defc7dc542f8","Department of Mechanical Engineering, Brigham Young University, 435 Crabtree Building, Provo, UT  84602, United States","Searle, M., Department of Mechanical Engineering, Brigham Young University, 435 Crabtree Building, Provo, UT  84602, United States; Maynes, D., Department of Mechanical Engineering, Brigham Young University, 435 Crabtree Building, Provo, UT  84602, United States; Crockett, J., Department of Mechanical Engineering, Brigham Young University, 435 Crabtree Building, Provo, UT  84602, United States","This paper presents an analytical investigation of thermal transport due to a steady, laminar, axisymmetric liquid jet impinging normally on a superhydrophobic (SHPo) surface maintained at constant surface temperature. At the liquid-surface boundary of the spreading thin film, an isotropic hydrodynamic slip and temperature jump are imposed to approximate the SHPo surface boundary condition. Applying an integral analysis within the thin film results in a system of differential equations which are solved numerically to obtain local hydrodynamic and thermal boundary layer thicknesses, thin film height, and local and radially averaged heat flux. The classical smooth hydrophobic scenario with no-slip and no-temperature jump showed excellent agreement with previous differential analysis of the same problem. The influence of varying temperature jump length on the local Nusselt number was obtained over a range of Reynolds and Prandtl numbers. Increasing temperature jump length results in a dramatic decrease in the local thermal transport near the impingement point. The greatest decrease occurs at small temperature jump lengths. Further, local and average Nusselt numbers are less influenced by the Reynolds and Prandtl numbers as temperature jump length increases. Overall, variations in the temperature jump length exert much more influence than variations in the hydrodynamic slip length. © 2017 Elsevier Ltd","Convective heat transfer; Jet impingement; Slip length; Superhydrophobic surface; Temperature jump length","Boundary conditions; Boundary layer flow; Boundary layers; Heat convection; Heat flux; Hydrodynamics; Hydrophobicity; Jets; Liquids; Nusselt number; Polonium compounds; Prandtl number; Sulfur compounds; Surface properties; Thin films; Convective heat transfer; Jet impingement; Slip length; Super-hydrophobic surfaces; Temperature jump; Fighter aircraft",Article,"Final",Open Access,Scopus,2-s2.0-85016307195
"Stevens K.A., Crockett J., Maynes D.R., Iverson B.D.","55764401200;55457444300;6701863708;8608718200;","Two-phase flow pressure drop in superhydrophobic channels",2017,"International Journal of Heat and Mass Transfer","110",,,"515","522",,5,"10.1016/j.ijheatmasstransfer.2017.03.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016009485&doi=10.1016%2fj.ijheatmasstransfer.2017.03.055&partnerID=40&md5=96a0e9d5594acaf2131e3ce8d7c69c4b","Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States","Stevens, K.A., Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States; Crockett, J., Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States; Maynes, D.R., Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States; Iverson, B.D., Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States","Superhydrophobic surfaces have been shown to reduce drag in single-phase channel flow; however, little work has been done to characterize their drag-reducing ability found in two-phase flows. Adiabatic, air-water mixtures were used to explore the influence of hydrophobicity on two-phase flows and the hydrodynamics which might be present in flow condensation environments. Pressure drop measurements in a rectangular channel with one superhydrophobic wall (cross-section approximately 0.37 × 10 mm) and three transparent hydrophilic walls were obtained. Data for air/water mixtures with superficial Reynolds numbers ranging from 22–215 and 55–220, respectively, were obtained for superhydrophobic surfaces with three different cavity fractions. Agreement between experimentally obtained two-phase pressure drop data and correlations in the literature for conventional smooth control surfaces was better than 20 percent, which is within the accuracy of the correlations. The data reveal a reduction in the pressure drop for two-phase flow in a channel with a single superhydrophobic wall compared to a control scenario. The observed reduction is approximately 10 percent greater than the reduction that is observed for single-phase flow (relative to a classical channel). © 2017 Elsevier Ltd","Drag reduction; Superhydrophobic surfaces; Two-phase flow","Air; Data reduction; Drag reduction; Drops; Hydrophobicity; Mixtures; Pressure drop; Reynolds number; Surface properties; Air-water mixture; Flow condensation; Pressure drop measurements; Rectangular channel; Single-phase flow; Super-hydrophobic surfaces; Superficial Reynolds number; Two-phase pressure drops; Two phase flow",Article,"Final",,Scopus,2-s2.0-85016009485
"Stoddard A., Gruwell A., Zabriskie P., Wirthlin M.J.","57191918589;57191921086;57191923986;7003292762;","A Hybrid Approach to FPGA Configuration Scrubbing",2017,"IEEE Transactions on Nuclear Science","64","1", 7776929,"497","503",,27,"10.1109/TNS.2016.2636666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015798764&doi=10.1109%2fTNS.2016.2636666&partnerID=40&md5=3bc4b88998d42f213f77095f81c53625","NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Stoddard, A., NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Gruwell, A., NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Zabriskie, P., NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Wirthlin, M.J., NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","This paper describes a FPGA configuration scrubbing approach for Xilinx 7-Series FPGAs that combines the high-speed internal scrubbing available within these devices with an external scrubber. The internal scrubbing unit continuously monitors the frames of the FPGA configuration memory and corrects single-bit frame errors and is used to detect multi-bit frame errors. Multi-bit upsets are repaired by means of a secondary scrubbing mechanism that is primarily external to the FPGA fabric. This Xilinx 7-Series hybrid configuration scrubbing architecture scans 25,636,224 bits of the XC7Z020 device in several microseconds and detects upsets within 8 ms and then corrects most multi-cell upsets in under an additional 6 ms. This configuration scrubber was validated with configuration fault injection and neutron radiation testing. © 2016 IEEE.","Configuration scrubbing; field programmable gate arrays; single-event upset (SEU)","Computer control systems; Radiation hardening; Scrubbers; Configuration scrubbing; Fault injection; FPGA configuration; Hybrid approach; Hybrid configurations; Multi-bit upset; Neutron radiations; Single event upsets; Field programmable gate arrays (FPGA)",Article,"Final",Open Access,Scopus,2-s2.0-85015798764
"Keller A.M., Wirthlin M.J.","57189235340;7003292762;","Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs",2017,"IEEE Transactions on Nuclear Science","64","1", 7763831,"519","528",,18,"10.1109/TNS.2016.2635028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015730549&doi=10.1109%2fTNS.2016.2635028&partnerID=40&md5=1540fddfd850959a39222251d2d1a39c","NSF, Center for High-Performance Reconfigurable Computing (CHREC), Brigham Young University, Provo, UT  84602, United States","Keller, A.M., NSF, Center for High-Performance Reconfigurable Computing (CHREC), Brigham Young University, Provo, UT  84602, United States; Wirthlin, M.J., NSF, Center for High-Performance Reconfigurable Computing (CHREC), Brigham Young University, Provo, UT  84602, United States","A variety of mitigation techniques have been demonstrated to reduce the sensitivity of FPGA designs to soft errors. Without mitigation, SEUs can cause failure by altering the logic, routing, and state of a design operating on an SRAM-based FPGA. Various combinations of SEU mitigation and repair techniques are applied to the LEON3 soft-core processor to study the effects and complementary nature of each technique. This work focuses on Triple modular redundancy (TMR), configuration memory (CRAM) scrubbing, and internal block memory (BRAM) scrubbing. All mitigation methods demonstrate some improvement in both fault injection and neutron radiation testing. Results in this paper show complementary SEU mitigation techniques working together to improve fault-tolerance. The results also suggest that fault injection can be a good way to estimate the cross section of a design before going to a radiation test. TMR with CRAM scrubbing demonstrates a 27 × improvement whereas TMR with both CRAM and BRAM scrubbing demonstrates approximately a 50 × improvement. © 2016 IEEE.","BRAM scrubbing; configuration scrubbing; Feedback TMR; FPGA; LEON3; neutron beam test; reliability; SEU mitigation; soft processors; TMR","Computer control systems; Fault tolerance; Fault tolerant computer systems; Field programmable gate arrays (FPGA); Neutron irradiation; Radiation hardening; Reliability; Software testing; Static random access storage; BRAM scrubbing; configuration scrubbing; LEON3; SEU mitigation; Soft processors; Integrated circuit design",Article,"Final",Open Access,Scopus,2-s2.0-85015730549
"Clavijo C.E., Crockett J., Maynes D.","56463982900;55457444300;6701863708;","Hydrodynamics of droplet impingement on hot surfaces of varying wettability",2017,"International Journal of Heat and Mass Transfer","108",,,"1714","1726",,25,"10.1016/j.ijheatmasstransfer.2016.12.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009936506&doi=10.1016%2fj.ijheatmasstransfer.2016.12.076&partnerID=40&md5=2151185505b44cf7b4feee7064c5d160","Mechanical Engineering, BYU, Provo, UT  84602, United States","Clavijo, C.E., Mechanical Engineering, BYU, Provo, UT  84602, United States; Crockett, J., Mechanical Engineering, BYU, Provo, UT  84602, United States; Maynes, D., Mechanical Engineering, BYU, Provo, UT  84602, United States","This work presents on the hydrodynamics of water droplet impingement on superheated solid surfaces across the entire wettability spectrum: superhydrophilic, hydrophilic, hydrophobic and superhydrophobic. While a large body of work exists on droplet impingement on hydrophilic and superhydrophilic surfaces, impingement on the latter two has been largely neglected and the present results show that dynamics are dramatically different. Experiments ranging in surface temperature from 125°C to 415°C and Weber numbers from 10 to 225 were performed and analyzed using high-speed imaging. Some of the most striking differences are as follows. While atomization is always present for impingement on the hydrophilic and superhydrophilic surfaces at temperatures below the Leidenfrost point, atomization is absent at low Weber numbers and at low excess surface temperatures on the hydrophobic surface. At high surface temperatures, the attraction of vapor bubbles on the hydrophobic surface allows a vapor blanket to form more readily thus leading to Leidenfrost behavior at a much lower temperature than classically observed on a hydrophilic surface. One of the most interesting phenomenon that will be discussed includes what will be described as a “pseudo-Leidenfrost” state for impingement on the superhydrophobic surface. Because water can be suspended at the peaks of the roughness on a superhydrophobic interface, vapor escapes from underneath the droplet thus mimicking Leidenfrost behavior for all excess temperatures. This results in minimal atomization for superhydrophobic impingement over the entire regime explored. Finally, maximum spread diameters for Leidenfrost impingement are tabulated as a function of the Weber number for all surfaces and are shown to be larger on the smooth surfaces than on the textured ones indicating that droplet spreading at the Leidenfrost point is not independent of surface type as previously supposed. © 2016 Elsevier Ltd","Boiling; Droplet impingement; Superhydrophobic","Atmospheric temperature; Atomization; Boiling liquids; Drops; Hydrodynamics; Hydrophilicity; Phase interfaces; Surface properties; Wetting; Droplet impingement; Hydrophilic surfaces; Hydrophobic surfaces; Super-hydrophobic surfaces; Superhydrophilic surface; Superhydrophobic; Surface temperatures; Water droplet impingement; Hydrophobicity",Article,"Final",Open Access,Scopus,2-s2.0-85009936506
"Allred D.D., Turley R.S., Thomas S.M., Willett S.G., Greenburg M.J., Perry S.B.","7006120837;7004848095;57196471974;57196475822;57196468765;57192318731;","Adding EUV reflectance to aluminum-coated mirrors for space-based observation",2017,"Proceedings of SPIE - The International Society for Optical Engineering","10398",, 103980Y,"","",,3,"10.1117/12.2274694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033479005&doi=10.1117%2f12.2274694&partnerID=40&md5=6d782766acaf1c451c91792a842ba23e","Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Allred, D.D., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Turley, R.S., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Thomas, S.M., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Willett, S.G., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Greenburg, M.J., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Perry, S.B., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Protective layers on aluminum mirror surfaces which can be removed via the use of atomic hydrogen or hydrogen plasmas at the point of use in space may allow an expansion of broad-band mirrors into the EUV. LUVOIR (large, UV-optical-IR telescope) is a potential NASA flagship space-based observatory of the 2020's or 30's. It would utilize the largest mirrors ever flown1. Their reflective coating will almost certainly be aluminum, since such telescopes would profit from truly broad-band mirrors. To achieve reflectance over the broadest band, the top surface of such aluminum mirrors, however, needs to be bare, without the oxide layers that naturally form in air. This will open the 11 to 15 eV band. Since thin aluminum films are largely transparent between 15 and 70 eV an EUV mirror under the aluminum could make EUV bands such as 30.4 nm available for space-based astrophysics without sacrificing mirror IR, visible and UV reflectance. The local space environment for the observatory is sufficiently oxygen-free that the surface should remain bare for decades. We discuss protecting as-deposited aluminum mirrors with robust, oxygenimpenetrable, barrier layers applied in vacuo to the aluminum immediately after deposition and before air contact. The goal is that the barrier could also be cleanly, and relatively easily, removed once the mirror is in space. We propose hydrogen atoms as the means for removing the overcoat, since they can be expected to meet the criteria that the means is gentle enough to not roughen the mirror surface, and does not redeposit material on the mirror or other spacecraft components. We have investigated both organic and inorganic (such as, a-Si) hydrogen-removable films that can be applied to the aluminum immediately after its deposition have been investigated. We also examined the REVAP technique, using Cd and Zn. Agglomeration limited their effectiveness as barrier layers. That and dealing with the reevaporated atoms may limit their utility as barrier materials. © COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only.","Barrier layer; Ellipsometry; Extreme ultraviolet; Genetic algorithm; Hydrogen etch; Mirrors; Ultraviolet","Aluminum; Astrophysics; Atoms; Deposition; Ellipsometry; Genetic algorithms; Hydrogen; Innovation; Mirrors; NASA; Observatories; Reflection; Reflective coatings; Space telescopes; Barrier layers; Barrier material; Extreme Ultraviolet; Protective layers; Space-based observations; Space-based observatories; Spacecraft components; Ultraviolet; Aluminum coatings",Conference Paper,"Final",,Scopus,2-s2.0-85033479005
"Beard R.W.","35562442700;","Foreword",2017,"SpringerBriefs in Applied Sciences and Technology",,"9783319474663",,"v","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028804099&partnerID=40&md5=a3e53ef0fac8f794c49a1bbe9925a4be","Brigham Young University, Provo, UT, United States","Beard, R.W., Brigham Young University, Provo, UT, United States",[No abstract available],,,Editorial,"Final",,Scopus,2-s2.0-85028804099
"McClelland H.G., Kang C.K., Woolsey C.A., Roberts A.K., Buck D., Cheney T., Warnick K.F.","55660173800;57193903292;6701876192;57193902758;57193895552;57193900229;7003381644;","Small aircraft flight encounters database for UAS sense and avoid",2017,"AIAA Information Systems-AIAA Infotech at Aerospace, 2017",,,,"","",11,3,"10.2514/6.2017-1152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085847399&doi=10.2514%2f6.2017-1152&partnerID=40&md5=3e2e0cab35b557ea36ecf452c361152e","Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","McClelland, H.G., Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Kang, C.K., Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Woolsey, C.A., Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Roberts, A.K., Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Buck, D., Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Cheney, T., Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Warnick, K.F., Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Hardware and software technologies that enable unmanned aircraft systems (UAS) to reliably sense and avoid (SAA) other aircraft are critical to the safe operation of UAS beyond an operator's line of sight. For small UAS, the need is especially critical because of the clutter and the air-traffic density at low altitudes where they operate. For the community of researchers who are developing SAA technology for small UAS, there is a critical need for a rich, openly-accessible compendium of encounter data with which to develop, test, and evaluate SAA algorithms. In this paper we introduce a publicly available database of small UAS encounter data, the small aircraft flight encounter (SAFE) database, with an initial deposit of 11 flight encounters. In these encounters two target aircraft, a fixed-wing and a multi-rotor are imaged by a separate fixed-wing aircraft carrying two high-definition video cameras and a unique radar unit. The data contain ground-truth navigation estimates for both the target and imaging aircraft. The target aircraft are observed in the video footage but not in the radar imagery; continuing efforts include tuning and refinement of the radar parameters and expansion of the SAFE database to support small UAS SAA technology development. © 2017, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",,"Air navigation; Air transportation; Aviation; Database systems; Information systems; Information use; Tracking radar; Unmanned aerial vehicles (UAV); Video cameras; Air traffic density; Hardware and software; High definition video; Safe operation; Sense and avoid; Small aircraft; Technology development; Unmanned aircraft system; Fixed wings",Conference Paper,"Final",,Scopus,2-s2.0-85085847399
"Frustaci J.B., Saito M., Schultz G.G.","57208928114;55727966500;8244752200;","Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements",2017,"Transportation Research Record","2636","1",,"23","31",,,"10.3141/2636-04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066121409&doi=10.3141%2f2636-04&partnerID=40&md5=8de8654a41178437463697a2628f3829","Kimley-Horn and Associates, Inc, 1920 Wekiva Way, Suite 200, West Palm Beach, FL  33411, United States; Department of Civil and Environmental Engineering, Ira A. Fulton College of Engineering and Technology, Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States","Frustaci, J.B., Kimley-Horn and Associates, Inc, 1920 Wekiva Way, Suite 200, West Palm Beach, FL  33411, United States; Saito, M., Department of Civil and Environmental Engineering, Ira A. Fulton College of Engineering and Technology, Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States; Schultz, G.G., Department of Civil and Environmental Engineering, Ira A. Fulton College of Engineering and Technology, Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States","The Highway Safety Manual (HSM) lists four methods for determining the change in crash severity in order of reliability. The life-cycle benefit– cost analysis currently used by the Utah Department of Transportation is similar to the least reliable method. To provide a tool to perform the most reliable method defined by the HSM—the predictive method— this research developed a spreadsheet-based tool to allow department engineers to perform life-cycle benefit–cost analyses for the 11 roadway segment types included in the HSM. The tool can be used to analyze the cost-effectiveness of safety-related improvements identified by the Utah crash prediction model, which was previously developed to identify safety hot spots on the state highway system. The concept and the spreadsheet layout are presented by using the rural two-lane, two-way highway spreadsheet as an example. Then a case of a rural two-lane, two-way highway with two selected countermeasures is presented to demonstrate the use of this spreadsheet to compare their benefit–cost ratios. One important aspect associated with life-cycle benefit–cost analyses of safety-related improvements is the cost of implementing such improvements. Safety-related improvements are often included in larger construction contracts and such costs vary significantly, depending on the way they are included in the larger contracts. Hence, construction costs of safety-related improvements—such as initial cost, periodic rehabilitation cost, and annual maintenance costs—must be prepared outside this spreadsheet by the user. © 2017, SAGE Publications Ltd. All rights reserved.",,"Cost accounting; Cost effectiveness; Highway accidents; Highway engineering; Life cycle; Spreadsheets; Annual maintenance; Construction contract; Construction costs; Predictive methods; Rehabilitation cost; Safety improvement; State highway systems; Utah department of transportations; Cost benefit analysis",Article,"Final",,Scopus,2-s2.0-85066121409
